,no_of_likes,no_of_images,title,listing_price,item_condition,deal_method,post_date,category_type,post_type,condition_subtext,listing_description,mailing_option,delivery_options,mail_speed,meetup_option,meetup_location,deal_location_lat,deal_location_lon,seller_id,seller_join_date,seller_response,seller_verif,verified_by_email,verified_by_facebook,verified_by_mobile,seller_stars_rating,reviews_of_seller,url
158,10 likes,8 images,Factor Ostro Vam Framesets and Custom Build,"7,500",Brand new,Meetup,1 month ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"The OSTRO VAM is an ‘everything’ bike, a master of all trades. It's an ""Aero"" bike that is surprisingly light and super comfortable. The frame weighs only 830g for a painted size 54. It's not impossible to build below the UCI weight limit if you wish so.

One of the reasons you should consider buying the Ostro is that it doesn't have a tier level frame where you have to pay a higher price just to get the best. With the Factor Ostro Vam you get one level and that is the best and what the pros are riding. Another reason is that unlike other brands you are stuck with whatever they give you and you need to buy extra like stem length or bar widths. With Factor you are the boss and you get to choose. Last reason is that the frame will come with Ceramcspeed Bottom Bracket and Headset stock! No need for an upgrade. 

We have multiple groupsets available from Shimano and SRAM. 

DM me for more info.",N,NA,NA,Y,Rs Cycle,1.319437,103.913997,muhamadridwanxx,Joined 9 years ago,Very Responsive,Verified,NA,NA,NA,5.0,57,https://www.carousell.sg/p/factor-ostro-vam-framesets-and-custom-build-1238456430/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=7BjN4cUt6cUbP5J4&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2400
159,13 likes,7 images,"Polygon heist x2 hybrid bike S ” like Trek, Giant, Polygon, Canyon, Specialized, Merida, Java,& sava ",345,Like new,Meetup,3 hours ago,Road Bikes,Bumped,Used once or twice. As good as new.,"Weight13.9 kg  
SuspensionHardtail
Travel63mm front
FrameAluminum s size 
ForkSuntour NEX
Wheels700c Aluminum
Drivetrain2 × 8
GroupsetAcera, Tourney
BrakesHydraulic Disc
",N,NA,NA,Y,Woodlands South MRT Station (TE3 ),1.42759212,103.79348248,backnetworkerror,Joined 1 year ago,Very Responsive,Verified,NA,NA,NA,5.0,33,https://www.carousell.sg/p/polygon-heist-x2-hybrid-bike-s-”-like-trek-giant-polygon-canyon-specialized-merida-java-sava-1243024895/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=ElMkqX77IdxwzyTn&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=14
160,20 likes,3 images,Trek Madone 3.5  road bike for sales,"1,000",Like new,Mailing · Meetup,4 days ago,Road Bikes,Posted,Used once or twice. As good as new.,Bought in 2014. Still in good condition ,Y,Express delivery S$40,1 - 2 working days,Y,Gateway Drive,1.33478869,103.74234325,davidlimcheekhiang,Joined 2 years ago,Very Responsive,Verified,NA,NA,NA,NA,NA,https://www.carousell.sg/p/trek-madone-3-5-road-bike-for-sales-1243599108/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=r2e0CzDL4Eoew7Kc&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=488
161,53 likes,6 images,Raleigh r6 700c road hybrid bike,180 190,Lightly used,Meetup,1 month ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Used for a year, I would cycle every month or so. Do ask for more photos!
Could use a new set of tires on the rear.

Beloved bike, aluminum aluminum frame so no rust. just on some screws!

Looking to trade for a more practical city bicycle :)",N,NA,NA,Y,Commonwealth MRT Station (EW20),1.30246544,103.798123,_illustroja_,Joined 9 years ago,Very Responsive,Verified,NA,NA,NA,5.0,81,https://www.carousell.sg/p/raleigh-r6-700c-road-hybrid-bike-1238089475/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=V7GZdavnv2YvW1ug&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2541
162,6 likes,2 images,SEKA MIDNIGHT BLUE ROADBIKE S,"6,800",Like new,Meetup,2 weeks ago,Road Bikes,Posted,Used once or twice. As good as new.,"Seka Exceed Midnight Blue S

Stealth setup w all jagwire cables and damper foam.
(Purchased from bikedoctor last year, only received frame in Jan23 w/ receipt)

Ultegra R8000 Group set
-Ultegra Crank w Absolute Oval Chainring 170mm 
-Titanium bolt for crank
-Ultegra R8000 Shifter
-Ultegra R8000 Front and rear derailleur
- Racework Ceramics OSPW 13T-18T
Juin Tech GT-F Brake Caliper (Black)
Shimano MT900 rotor

105 cassette 
105 Clipless pedal

YBN SLA 11 speed chain

Token T47 BB

Specialized S-Works Power Saddle 143mm (w receipt, bought from bikedoctor)

Bontrager Light Bottlecage
PDW Lucky cat bottle cage

ELITE ENT Wheelset 50mm (wheel serviced in Jan23, w receipt)
Currently running on tubeless setup

Come w Garmin Sensor set 530 Edge and readu bike rack (pic2)

Lights are not included.

Whole bike assembly by Attitude Bikes in Jan 23. (w receipt)
Bike weight - 7.92kg

Less than  10 rides till date. If you same size as me, will add on Morton cycling jersey size L. 

No longer ride as often. Hence selling.

Rider profile - 1.72cm. Bike is fitted by performance bike fitter.

Personal review - an everyday man’s race bike , relaxed geometry compared to system six. Accelerate fast,  sharp in the corners. sg is all flat, getting a deeper/ heavier wheelset will help in maintaining speed.

Feel free to come down for viewing. Once cfm, will send bike for servicing before handover bike.",N,NA,NA,Y,Blk 402/403 Carpark,1.329895,103.93406763,62353535_,Joined 9 years ago,Very Responsive,Verified,NA,NA,NA,5.0,142,https://www.carousell.sg/p/seka-midnight-blue-roadbike-s-1241612761/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=xtwi_9JPhWIBh-TS&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1373
163,Like,3 images,Bicycle helmet,50,Lightly used,Meetup,2 hours ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Sales 2 for $50 

Road bike and foldie
Not for fussy buyer
Black helmet is L - 56 to 61 cm
White helmet is L - 58 to 61 cm

",N,NA,NA,Y,blk 289a punggol place,1.400692,103.901637,paulyn72,Joined 7 years ago,NA,Verified,NA,NA,NA,5.0,14,https://www.carousell.sg/p/bicycle-helmet-1244494346/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=ElMkqX77IdxwzyTn&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=5
164,3 likes,5 images,Bianchi inpulso pro frame 52 cm,"3,650",Brand new,Mailing,2 weeks ago,Road Bikes,Bumped,Never used. May come with original packaging or tag.,"frame NEW 
bar stem NEW 
bottom bracket NEW 
seatpost NEW 
SIZE 52CM",Y,Express delivery S$50,1 - 2 working days,N,NA,,,bikesi,Joined 8 years ago,Very Responsive,Verified,NA,NA,NA,4.9,49,https://www.carousell.sg/p/bianchi-inpulso-pro-frame-52-cm-1241237079/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=hVU9bxzo7O6aHURa&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1501
165,1 like,1 image,Fuji Altamira R800 for sale,"1,100",Well used,Meetup,3 hours ago,Road Bikes,Posted,Has minor flaws or defects.,NA,N,NA,NA,Y,Lakeside MRT Station (EW26),1.34426913,103.72071206,yesandnohaha,Joined 2 years ago,NA,Verified,NA,NA,NA,NA,NA,https://www.carousell.sg/p/fuji-altamira-r800-for-sale-1244492089/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=ElMkqX77IdxwzyTn&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=7
166,15 likes,5 images,"Raleigh Road bike, Shimano Sora groupset",250,Lightly used,Meetup,3 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Raleigh Road Bike
Good condition, no fault no repair needed

Shimano Sora gear groupset
700c rim,Medium alloy frame

Please see my listing for more bicycles or contact us at 88111796 for more information

Welcome to view and for test ride at our bike store located at Lipo Building 621 Aljunied Road, #07-07",N,NA,NA,Y,Lipo Building,1.32506834,103.87976789,simplebicycles2019,Joined 4 months ago,Very Responsive,Verified,NA,NA,NA,5.0,7,https://www.carousell.sg/p/raleigh-road-bike-shimano-sora-groupset-1239720317/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=PgnviL6ynblPIHtG&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1996
167,Like,6 images,GIANT TCR ADVANCED 3 DISC,"1,650",Like new,Meetup,2 hours ago,Road Bikes,Posted,Used once or twice. As good as new.,"• S | Blue Ashes
• Frame: Advanced-Grade Composite, disc
•Fork: Advanced-Grade Composite, OverDrive steerer, disc
•Shock: N/A
•Handlebar & Stem: Giant Contact
•Seatpost: Giant Variant, composite
•Saddle: Giant Approach
•Pedals: Shimano
•Shifters, Front & Rear Derailleur: Shimano Tiagra
•Brakes & Brakes Levers: Shimano Tiagra hydraulic
•Cassette: Shimano Tiagra, 11x32
•Chain: X10-1
•Crankset: Shimano Tiagra, 34/50
•Bottom Bracket: Shimano, press fit
•Rims: Giant PR-2 Disc wheelset
•Hubs: Giant PR-2 Disc wheelset, 12mm thru-axle
•Spokes: Giant PR-2 Disc wheelset
•Tires: Giant Gavia Course 1, tubeless, 700x28mm (25c), folding
•Weight ≈ 8.9kg (EXTREMELY LIGHT)

‼️ OPEN TO REASONABLE NEGOTIATIONS ‼️ FAST DEAL ‼️",N,NA,NA,Y,Keat Hong LRT Station (BP3),1.37861811,103.74898044,wwgrx,Joined 9 months ago,Very Responsive,Verified,NA,NA,NA,5.0,5,https://www.carousell.sg/p/giant-tcr-advanced-3-disc-1244494462/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=ElMkqX77IdxwzyTn&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2
168,29 likes,3 images,Merida Reacto 400,900,Well used,Meetup,4 weeks ago,Road Bikes,Posted,Has minor flaws or defects.,"XS.
Works for my height (168)
In good condition.
RFS. Upgrade ",N,NA,NA,Y,Estella Garden Condo,1.36000418,103.9667333,niteshparasher,Joined 5 years ago,Mostly Responsive,Verified,NA,NA,NA,5.0,8,https://www.carousell.sg/p/merida-reacto-400-1238882239/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=rntPEaifUwt4DZ9B&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2252
169,2 likes,8 images,Giant Fastroad Advanced 1,"1,788",Lightly used,Meetup,5 days ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","THERE ARE LOTS OF REASONS TO RIDE: HEALTH, FITNESS, FREEDOM AND FUN. THIS LIGHTWEIGHT FLAT-BAR ROAD BIKE CHECKS ALL THE BOXES. PERFECT FOR BIKE PATHS, CITY STREETS AND ALL TYPES OF ROADS, IT’S SMOOTH, QUICK AND SUPER SLEEK.

From fitness rides to energizing commutes, FastRoad Advanced is a quick, efficient and fun way to go. It blends the speed of a performance road machine with the smooth-riding stability of a flat-bar bike. The frame is made with Giant’s Advanced Composite material, which gives it a light, responsive ride quality.

Frame
Advanced-Grade Composite, disc
Fork
Advanced-Grade Composite, alloy OverDrive steerer, disc
Shock
N/A
Handlebar
Giant Connect, flat XS:58cm, S:58cm, M:58cm, M/L:62cm, L:62cm, XL:62cm
Grips
Giant Connect Ergo
Stem
Giant Contact, 8-degree XS:80mm, S:90mm, M:100mm, M/L:100mm, L:110mm, XL:110mm
Seatpost
Giant D-Fuse, composite, 350mm
Saddle
Giant Approach
Pedals
platform pedal [GCS,GTS, GU, GV] N/A [all other GSC]
Shifters
Shimano 105, 2x11
Front Derailleur
Shimano 105
Rear Derailleur
Shimano 105
Brakes
Tektro HD-R210, Giant MPH rotors [F]140mm, [R]140mm
Brake Levers
TRP
Cassette
Shimano CS-HG700, 11x34
Chain
KMC X11EL-1
Crankset
Shimano 105, 34/50 XS:170mm, S:170mm, M:170mm, M/L:172.5mm, L:172.5mm, XL:175mm
Bottom Bracket
Shimano, press fit
Rims
Giant P-R2 Disc wheelset
Hubs
Giant P-R2 Disc wheelset, 12mm thru-axle
Spokes
Giant P-R2 Disc wheelset
Tires
Giant Gavia Fondo 2, tubeless, 700x32c
Extras
tubeless prepared, 35mm max tire size
Weight
≈ 9.4kg",N,NA,NA,Y,Blk754 Woodlands Circle,1.4455857,103.79375394,jameshohoho,Joined 6 years ago,Mostly Responsive,Verified,NA,NA,NA,5.0,21,https://www.carousell.sg/p/giant-fastroad-advanced-1-1243394070/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=AQAt4pfd0qkK4rV9&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=585
172,7 likes,7 images,"2021 Giant tcr adv pro 1, S size","2,298",Like new,Meetup,1 week ago,Road Bikes,Posted,Used once or twice. As good as new.,"2021 Giant tcr adv pro 1
Very well condition, no scratch, never fall down
S size
Shimano ultegra r8000 groupset
New powerway r13 carbon wheelset, 38mm, loud hub
Ceramic Bottom braket(RP $118)
3T Ergonova team carbon handlebar(RP $260)
Shimano pro lt stem 100mm
Vittoria Rubin pro 25c tyre
Price firm",N,NA,NA,Y,607 Amk Ave 4,1.38059906,103.83919894,JazzBikeShop,Joined 5 years ago,Very Responsive,Verified,NA,NA,NA,5.0,70,https://www.carousell.sg/p/2021-giant-tcr-adv-pro-1-s-size-1242821138/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=PYa5rEUXrw89eeyL&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=891
173,2 likes,5 images,Colnago Extreme Power,"5,500",Like new,Meetup,3 weeks ago,Road Bikes,Posted,Used once or twice. As good as new.,"Underutilised, fullset campagnolo hub and gears.",N,NA,NA,Y,Admiralty MRT Station (NS10),1.44065462,103.80107163,since1981,Joined 9 years ago,Very Responsive,Verified,NA,NA,NA,5.0,23,https://www.carousell.sg/p/colnago-extreme-power-1239681191/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=PgnviL6ynblPIHtG&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2004
174,14 likes,3 images,Moving Out Sales,78 88,Lightly used,Meetup,3 weeks ago,Road Bikes,Bumped,"Used with care. Flaws, if any, are barely noticeable.","Moving Out Sales ‼️

Cash N Carry ‼️

",N,NA,NA,Y,Carros CentreHillview Hillington Green,1.4306915,103.75202513,DCtrad,Joined 2 years ago,Very Responsive,Verified,NA,NA,NA,5.0,40,https://www.carousell.sg/p/moving-out-sales-1212929939/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=fE_PmI5gsJMfuo-b&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2103
175,15 likes,1 image,Cervelo S5 Road bike,"11,000",Like new,Meetup,3 weeks ago,Road Bikes,Posted,Used once or twice. As good as new.,"CERVELO S5 DISC AERO ROAD BIKE ULTEGRA/ DT SWISS P1800 32 DISC

Size 54

Largely used indoors on wahoo / zwift setup

Bought from bikes & bites in 2020.",N,NA,NA,Y,joo chiat pl Carpark,1.31337571,103.90074921,edmilan,Joined 9 years ago,Mostly Responsive,Verified,NA,NA,NA,5.0,25,https://www.carousell.sg/p/cervelo-s5-road-bike-1239350420/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=fE_PmI5gsJMfuo-b&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2113
176,26 likes,2 images,"BMC Timemachine Road 01 size 56 (All but wheels, saddle and pedals)","4,500 5,000",Well used,Meetup,2 weeks ago,Road Bikes,Posted,Has minor flaws or defects.,"The best bike i have ever ridden. 
includes:
56 frame
BMC ICS Aero handlebars
shimano ultegra di2 full groupset
BMC ICS Aero carbon seatpost
new bartape
aero integrated mount",N,NA,NA,Y,Sky Habitat,1.35217005,103.85183785,jonconley02,Joined 6 years ago,Mostly Responsive,Verified,NA,NA,NA,5.0,11,https://www.carousell.sg/p/bmc-timemachine-road-01-size-56-all-but-wheels-saddle-and-pedals-1240682528/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=-SG-OUHu5bFS2HW0&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1691
177,25 likes,2 images,Giant TCR ADVANCE XSmall,"2,400",Like new,Meetup,1 month ago,Road Bikes,Posted,Used once or twice. As good as new.,"Selling my road bike. Slightly use.
RFS- busy at work",N,NA,NA,Y,Choa Chu Kang MRT/LRT Interchange (NS4/BP1),1.38555335,103.74430063,capistranoclarkonin,Joined 5 years ago,Very Responsive,Verified,NA,NA,NA,5.0,2,https://www.carousell.sg/p/giant-tcr-advance-xsmall-1238024539/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=V7GZdavnv2YvW1ug&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2561
178,33 likes,6 images,Colnago C68 x Motoki Yoshio Limited edition,"22,000",Brand new,Meetup,2 months ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"1 Piece only, Size 48.5 

Full super record EPS 12S group set. 

A unique piece to collect - the Motoki Yoshio x Colnago C68!
Colnago presents here an icon with a paint scheme that aims to live up to the tradition and uniqueness of the C series. The project was realized by Motoki Yoshio, Milan-based and very prestigious Japanese designer. Colnago is known not only for the quality of its frames, but also for the originality and uniqueness of its finishes. From the construction to the decor, Colnago clearly shows here what is possible when tradition meets innovation.

It should not be considered simply a limited edition bike, but a unique piece to collect. Entirely handmade in Italy - born from the collaboration between the company of the “ace of clubs” and one of the most respected contemporary designers in the cycling industry. 

PM for more information.  ",N,NA,NA,Y,"Blk 83 MacPherson LaneMonday to Friday after 9PM
Saturday and Sunday after 8.30PMKhcycle",1.33191864,103.88553306,chiajinyan,Joined 8 years ago,Very Responsive,Verified,NA,NA,NA,5.0,13,https://www.carousell.sg/p/colnago-c68-x-motoki-yoshio-limited-edition-1228796254/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=PgnviL6ynblPIHtG&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1964
179,8 likes,1 image,Black Bike,30,Well used,Meetup,2 days ago,Road Bikes,Posted,Has minor flaws or defects.,In good working condition and we have not been able to use it so it has been collecting dust. ,N,NA,NA,Y,Rosewood Suites,1.42927426,103.78628906,xavi_benjamin,Joined 3 years ago,Very Responsive,Verified,NA,NA,NA,NA,NA,https://www.carousell.sg/p/black-bike-1244162309/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=3cdheF8_k1Jf2N-O&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=213
180,14 likes,7 images,Road Bike_moving out sale,400,Lightly used,Mailing · Meetup,1 week ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.",Seldom use but very well maintained road bike. Extremely lightweight & ultra-fast commuter. Please see pictures for the specification. Viewing at Sin Ming avenue. Happy to arrange for free delivery once payment has been made. ,Y,Standard delivery Free,3 - 4 working days,Y,Sin ming ave,1.319238,103.910018,yyitan,Joined 5 years ago,Very Responsive,Verified,NA,NA,NA,NA,NA,https://www.carousell.sg/p/road-bike-moving-out-sale-1242135577/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=v5SEjoaN_oIrtwgW&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1137
181,2 likes,7 images,"Specialized Tarmac sl6 disc (Raw carbon), 58 size","2,898",Like new,Meetup,2 days ago,Road Bikes,Posted,Used once or twice. As good as new.,"Specialized Tarmac sl6 disc (Raw carbon)
Bought in T3 bicycle shop $4500 in Nov 2021
Very well condition, like new
58 frame size, suitable for 180cm above height
Shimano 105 r7020 groupset
Change to short stem 70mm
Vittoria zaffiro pro tyre
Bontrager nebula saddle

Bike info follow:
",N,NA,NA,Y,607 Amk Ave 4,1.38059906,103.83919894,JazzBikeShop,Joined 5 years ago,Very Responsive,Verified,NA,NA,NA,5.0,70,https://www.carousell.sg/p/specialized-tarmac-sl6-disc-raw-carbon-58-size-1244152225/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=3cdheF8_k1Jf2N-O&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=217
182,6 likes,6 images,Fondriest aluminum,250 350,Well used,Meetup,2 months ago,Road Bikes,Posted,Has minor flaws or defects.,"selling a fondriest aluminum frame n carbon fork,size M or 51, comes with FSA carbon crank ..
FYI this frame is made from Italy not China or Taiwan..
no dent whatsoever..
nego n self collect at bt gombak..
thanks for viewing..",N,NA,NA,Y,Punggol Ripples,1.40158295,103.89989883,razalimohdzain345,Joined 2 years ago,Very Responsive,Verified,NA,NA,NA,5.0,22,https://www.carousell.sg/p/fondriest-aluminum-1232196586/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=AQAt4pfd0qkK4rV9&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=565
183,57 likes,8 images,Giant TCR SL1 road bike - Giant tcr road bike - Shimano 105 R7000 groupset - Size ML,960,Lightly used,Meetup,2 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Giant TCR SL1 road bike, rarely use, in excellent condition. Ready to use!
Shimano 105 R7000 2x11 speeds
Shimano 105 R7000 shifters
Shimano 105 R7000 front/rear deraileurs
Size ML, for height 172-190cm
Giant PR2 tubeless wheelset
Can view and test!",N,NA,NA,Y,Jurong Lake Gardens,1.34288129,103.72363071,Travel157,Joined 2 years ago,Very Responsive,Verified,NA,NA,NA,5.0,5,https://www.carousell.sg/p/giant-tcr-sl1-road-bike-giant-tcr-road-bike-shimano-105-r7000-groupset-size-ml-1241318839/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=hVU9bxzo7O6aHURa&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1475
184,10 likes,9 images,Canyon roadlite cf8 size s,"4,000",Lightly used,Meetup,3 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Change 
Shimano Ultegra c50
Hambini BB
BB infinite pulley
Carbon cage x2
Shimano Rotor CL800 F 160mm R 140mm
Full load 8.5kg

 
Include
Garmin 520
Speed sensor 
Cadence sensor
",N,NA,NA,Y,Buangkok Crescent,1.3829146,103.87995422,phillip8181,Joined 4 years ago,Very Responsive,Verified,NA,NA,NA,5.0,38,https://www.carousell.sg/p/canyon-roadlite-cf8-size-s-1239765408/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=PgnviL6ynblPIHtG&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1982
185,11 likes,4 images,Gracia Zeru (Rim Ver),"2,000 2,500",Well used,Meetup,3 weeks ago,Road Bikes,Posted,Has minor flaws or defects.,"price drop to $2000. 
bike almost 2yrs( proof of receipt from RNE bikeshop)sz small. I'm 1.7m.shifters are Ultergras/ 105 crank/105 rear derailleur/ SRAM force brake calipers .mechanical 11spd   setup as 1× drivetrain(52t oval chainring).waxed chain since day1. 1 pc cockpit set(80mm×380mm).wheels are Hyper 50s(28mm gp 5k tyres front/back). no brand full carbon saddle. almost full integrated cables looks clean. weight  6.89kg!!!(without  pedals / bottle cage) what u see ☝️ is what u get.
test ride before committing.
check out my other bike on sale also... thanks
",N,NA,NA,Y,Tampines West MRT Taxi Stand 146,1.344966,103.939284,daddyzeus,Joined 7 years ago,Very Responsive,Verified,NA,NA,NA,5.0,25,https://www.carousell.sg/p/gracia-zeru-rim-ver-1239959001/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=bqngu9DPepr-Wonv&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1936
187,9 likes,4 images,Giant Escape Disc 3 Small,450,Lightly used,Mailing · Meetup,1 week ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","This Giant Escape Disc 3 is a great bike for commuting, running errands, or just getting around town. It's in good condition and has been well-maintained. The bike has a Shimano Tourney drivetrain, Tektro mechanical disc brakes, piston rims and continental 5000s.

The bike is a size Small, which is perfect for riders between 152 and 165. It's a lightweight bike, so it's easy to ride and maneuver. The disc brakes provide excellent stopping power, even in wet conditions.

The size Small of the Giant Escape Disc 3 has a frame height of 52 cm

This bike is ready to ride! It's needs a tune up and is in great condition. I'm selling it because I'm upgrading to a new bike.

",Y,Same day delivery Free,Within 1 working day,Y,Bidadari Park,1.33568951,103.87061224,legit1111,Joined 6 years ago,Very Responsive,Verified,NA,NA,NA,5.0,197,https://www.carousell.sg/p/giant-escape-disc-3-small-1243090039/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=b1FV8RBgwscmiZ5G&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=770
