no_of_likes,no_of_images,title,listing_price,item_condition,deal_method,post_date,category_type,post_type,condition_subtext,listing_description,mailing_option,delivery_options,mail_speed,meetup_option,meetup_location,seller_id,seller_join_date,seller_response,seller_verif,verified_by_email,verified_by_facebook,verified_by_mobile,seller_stars_rating,reviews_of_seller,url,deal_location_lat,deal_location_lon,posts,current_listing_price,last_listing_price,contains_brand,brands,len_posts,post_word_count,emojis,num_emojis,lemma_posts
6,3,BMC Roadmachine One 2021,"6,499",Like new,Meetup,5 days ago,Road Bikes,Posted,Used once or twice. As good as new.,"Custom painted by Paint Extreme (Naked carbon and bronze)

Size 51

No crash and scratches

Full Sram Force Group eTap AXS set 
48x35T Chainring
10-33T Cassette

Hunt 35 wheelset with continental 700x28 tyres

Carbon BMC handlebar 400mm

Fizik Argo saddle

RFS: Giving up cycling for a while ",N,,,Y,Hougang CentralBlk 835 Hougang Central,restitutofruto,Joined 8 years ago,Very Responsive,Verified,,,,4.8,87,https://www.carousell.sg/p/bmc-roadmachine-one-2021-1243341913/?t-id=BcbAZiSUvj_1689996180359&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=hhUPpkbbiY3QIk1X&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=603,1.37114519,103.89352473,BMC Roadmachine One 2021 Custom painted by Paint Extreme (Naked carbon and bronze) Size 51 No crash and scratches Full Sram Force Group eTap AXS set  48x35T Chainring 10-33T Cassette Hunt 35 wheelset with continental 700x28 tyres Carbon BMC handlebar 400mm Fizik Argo saddle RFS: Giving up cycling for a while ,6499.0,,True,"BMC, BMC",317,51,,0,bmc roadmachine 2021 custom paint paint extreme naked carbon bronze size 51 crash scratch sram force group etap axs set   48x35 t chainring 10 33 t cassette hunt 35 wheelset continental 700x28 tyre carbon bmc handlebar 400 mm fizik argo saddle rfs give cycling
7,9,Wilier Rave SLR Road/Gravel (Black Grey Matt) - Frameset,"6,200",Brand new,Mailing · Meetup,Yesterday,Road Bikes,Bumped,Never used. May come with original packaging or tag.,"Frame : Wilier Rave SLR 
Colour : Black Grey Matt
Condition : Brand New 
Frame Size Available : XS, S, M, L
Price : $6,200
Wilier Zero Handlebar Additional $1200 

Options to build up to a complete bike are available.

We are BikeMartSG where we sell premium bicycle products at the most affordable pricing in Singapore.

Address : 140 Sims Avenue, Singapore 387462
Hours : Monday to Saturdays, 12pm to 7.30pm
Website : ",Y,Standard delivery S$30,3 - 4 working days,Y,Bikemart SG Pte. Ltd.,bikemartsg,Joined 5 years ago,Very Responsive,Verified,,,,5.0,185,https://www.carousell.sg/p/wilier-rave-slr-road-gravel-black-grey-matt-frameset-1197166862/?t-id=BcbAZiSUvj_1689996180359&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=nZcXHf07tJhtJQIJ&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=196,1.314273,103.878864,"Wilier Rave SLR Road/Gravel (Black Grey Matt) - Frameset Frame : Wilier Rave SLR  Colour : Black Grey Matt Condition : Brand New  Frame Size Available : XS, S, M, L Price : $6,200 Wilier Zero Handlebar Additional $1200  Options to build up to a complete bike are available. We are BikeMartSG where we sell premium bicycle products at the most affordable pricing in Singapore. Address : 140 Sims Avenue, Singapore 387462 Hours : Monday to Saturdays, 12pm to 7.30pm Website : ",6200.0,,True,"Wilier, Wilier, Wilier",490,82,,0,"wilier rave slr road gravel black grey matt frameset frame wilier rave slr   colour black grey matt condition brand new   frame size available xs s m l price 6,200 wilier zero handlebar additional 1200   options build complete bike available bikemartsg sell premium bicycle product affordable pricing singapore address 140 sims avenue singapore 387462 hour monday saturdays 12 pm 7.30pm website"
68,2,Specialized Tarmac SL6 2021,"6,000",Like new,Meetup,4 days ago,Road Bikes,Bumped,Used once or twice. As good as new.,"Specialized Tarmac SL6 Comp 2021
Upgraded 
Condition : Like new
Size : 54
Colour : Forest Green 
Groupset : Shimano Ultegra R8000 11Speed
Cassette: Shimano Ultegra R8000 11Speed
Crank Length : 172.5mm
Handlebar : 420mm
Bought from Specialized bike shop.
Bike come with :
> Power saddle Specialized 
> Supacaz Bartape
> Vittoria Corsa Control 25c $130
> Ceramicspeed OSPW $900
> Ceramic BB $200
> Shimano Ultegra clipless $200

‼️Negoo‼️

RFS : Upgrade",N,,,Y,Tiong Bahru MRT Station (EW17),mfitt,Joined 8 years ago,Mostly Responsive,Verified,,,,5.0,9,https://www.carousell.sg/p/specialized-tarmac-sl6-2021-1131719797/?t-id=BcbAZiSUvj_1689996180359&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=RUxXEiO5L3yrv6sn&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=440,1.28575795,103.82698223,Specialized Tarmac SL6 2021 Specialized Tarmac SL6 Comp 2021 Upgraded  Condition : Like new Size : 54 Colour : Forest Green  Groupset : Shimano Ultegra R8000 11Speed Cassette: Shimano Ultegra R8000 11Speed Crank Length : 172.5mm Handlebar : 420mm Bought from Specialized bike shop. Bike come with : > Power saddle Specialized  > Supacaz Bartape > Vittoria Corsa Control 25c $130 > Ceramicspeed OSPW $900 > Ceramic BB $200 > Shimano Ultegra clipless $200 Negoo RFS : Upgrade,6000.0,,True,"Specialized, Specialized, Specialized, Specialized",479,78,‼‼,2,specialized tarmac sl6 2021 specialized tarmac sl6 comp 2021 upgrade   condition like new size 54 colour forest green   groupset shimano ultegra r8000 11speed cassette shimano ultegra r8000 11speed crank length 172.5 mm handlebar 420 mm buy specialized bike shop bike come power saddle specialized   supacaz bartape vittoria corsa control 25c 130 ceramicspeed ospw 900 ceramic bb 200 shimano ultegra clipless 200 negoo rfs upgrade
9,1,Canyon Aeroad SLX 8 sram force etap size 2xs,"7,000",Well used,Mailing · Meetup,2 days ago,Road Bikes,Posted,Has minor flaws or defects.,"Bike bought on Dec 2020 and has low milleage but did 1x half ironman. Had a fall and scratches on bar brake. Nothing on bodyframe. Looking to sell off to fund for TT bike. Or if u hv TT bike to swap, hit me up. I am 165cm tall fyi. Thanks",Y,Same day delivery Free,Within 1 working day,Y,Shell Bukit Batok Road,grrrrrmeow,Joined 9 years ago,Not Responsive,Verified,,,,5.0,24,https://www.carousell.sg/p/canyon-aeroad-slx-8-sram-force-etap-size-2xs-1244097929/?t-id=BcbAZiSUvj_1689996180359&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=phpM2X-YXW97dB0k&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=219,1.35027468,103.73844035,"Canyon Aeroad SLX 8 sram force etap size 2xs Bike bought on Dec 2020 and has low milleage but did 1x half ironman. Had a fall and scratches on bar brake. Nothing on bodyframe. Looking to sell off to fund for TT bike. Or if u hv TT bike to swap, hit me up. I am 165cm tall fyi. Thanks",7000.0,,True,Canyon,283,60,,0,canyon aeroad slx 8 sram force etap size 2xs bike buy dec 2020 low milleage 1x half ironman fall scratch bar brake bodyframe look sell fund tt bike u hv tt bike swap hit 165 cm tall fyi thank
16,1,Orbea Full carbon road bike frame with ultegra and titanium parts,600,Well used,Meetup,21 hours ago,Road Bikes,Posted,Has minor flaws or defects.,"MOST seatpost
other nice parts on this bike, feel free to view",N,,,Y,Paya Lebar MRT Interchange (EW8/CC9),z3r0sumgame,Joined 8 years ago,Very Responsive,Verified,,,,5.0,31,https://www.carousell.sg/p/orbea-full-carbon-road-bike-frame-with-ultegra-and-titanium-parts-1244339339/?t-id=BcbAZiSUvj_1689996180359&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=9AGzrJcfxld7i_vp&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=94,1.31800944,103.89267521,"Orbea Full carbon road bike frame with ultegra and titanium parts MOST seatpost other nice parts on this bike, feel free to view",600.0,,True,Orbea,128,23,,0,orbea carbon road bike frame ultegra titanium part seatpost nice part bike feel free view
17,8,Bianchi Oltre XR4,"4,900",Lightly used,Meetup,17 hours ago,Road Bikes,Bumped,"Used with care. Flaws, if any, are barely noticeable.","Pre’loved Oltre XR4 disc used but not abused. 
Size 50.
Regular maintenance. 
View to believe. Mint condition. 
Vision handlebar 400x100 inclusive.
Will throw in 2 Bianchi bottle cage",N,,,Y,Choa Chu Kang,saifulliniadam,Joined 3 years ago,Very Responsive,Verified,,,,5.0,3,https://www.carousell.sg/p/bianchi-oltre-xr4-1243628557/?t-id=BcbAZiSUvj_1689996180359&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=9AGzrJcfxld7i_vp&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=69,1.38899071,103.74398232,Bianchi Oltre XR4 Pre’loved Oltre XR4 disc used but not abused.  Size 50. Regular maintenance.  View to believe. Mint condition.  Vision handlebar 400x100 inclusive. Will throw in 2 Bianchi bottle cage,4900.0,,True,"Bianchi, Bianchi",201,31,,0,bianchi oltre xr4 pre’love oltre xr4 disc abuse   size 50 regular maintenance   view believe mint condition   vision handlebar 400x100 inclusive throw 2 bianchi bottle cage
5,10,Giant Propel Adv SL Size M,"11,000",Like new,Meetup,2 days ago,Road Bikes,Posted,Used once or twice. As good as new.,"Selling a almost new Giant Propel Adv SL swirly galaxy full bike in size M!
*** FRAMESET IS BRAND NEW***
Previous Frameset got warrantied due to paint issues and this is a brand new frameset with uncut seatmast and fork steerer!

Got the whole bike (less wheels) from Tay Junction. 

Rfs: quitting cycling 

Specs as below:
Giant adv sl frameset size M (0 mileage)
Groupset - Sram red AXS etap with power meter (<200km mileage)
Chainring- 48t/35t
Crank length - 170mm
Cassette - 10/33t
Rear d with Ceramic speed aero OSPW with custom blue logo! - from T3
Rotor size - 160F/R

Wheelset - Princeton 6560 with white industries hubs (mileage <300km)

Tires - Pirelli P-Zero

Stem - giant carbon 100mm
Handlebars - giant aero handlebar 42cm
Saddle - Giant Fleet Sl carbon

Throw in Look Keo CARBON Pedal!

Will include spares that comes with the bike and Sram charging dock.

Whole bike costs 14.5k from TJ. Selling at a huge loss. Price is slightly negotiable for sincere buyers as it’s not an urgent sale.

View and deal at AMK at my convenience! That’s for viewing! 

Not Sworks, SL7, cervelo, scott, BMC, factor, pinarello, trek",N,,,Y,Sembawang MRT Station (NS11)Amk Ave 5 Blk 521 #**-**,wilsontri,Joined 8 years ago,Very Responsive,Verified,,,,5.0,60,https://www.carousell.sg/p/giant-propel-adv-sl-size-m-1244006897/?t-id=BcbAZiSUvj_1689996180359&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=3uUA59bbuyK4836t&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=276,1.44894908,103.81990815,"Giant Propel Adv SL Size M Selling a almost new Giant Propel Adv SL swirly galaxy full bike in size M! *** FRAMESET IS BRAND NEW*** Previous Frameset got warrantied due to paint issues and this is a brand new frameset with uncut seatmast and fork steerer! Got the whole bike (less wheels) from Tay Junction.  Rfs: quitting cycling  Specs as below: Giant adv sl frameset size M (0 mileage) Groupset - Sram red AXS etap with power meter (<200km mileage) Chainring- 48t/35t Crank length - 170mm Cassette - 10/33t Rear d with Ceramic speed aero OSPW with custom blue logo! - from T3 Rotor size - 160F/R Wheelset - Princeton 6560 with white industries hubs (mileage <300km) Tires - Pirelli P-Zero Stem - giant carbon 100mm Handlebars - giant aero handlebar 42cm Saddle - Giant Fleet Sl carbon Throw in Look Keo CARBON Pedal! Will include spares that comes with the bike and Sram charging dock. Whole bike costs 14.5k from TJ. Selling at a huge loss. Price is slightly negotiable for sincere buyers as it’s not an urgent sale. View and deal at AMK at my convenience! That’s for viewing!  Not Sworks, SL7, cervelo, scott, BMC, factor, pinarello, trek",11000.0,,True,"Giant, Giant, Giant, giant, giant, Giant, scott, trek, factor, pinarello, BMC, Look, cervelo",1154,201,,0,giant propel adv sl size m sell new giant propel adv sl swirly galaxy bike size m frameset brand new previous frameset got warrantie paint issue brand new frameset uncut seatmast fork steerer get bike wheel tay junction   rfs quit cycle   specs giant adv sl frameset size m 0 mileage groupset sram red axs etap power meter 200 km mileage chainring- 48t/35 t crank length 170 mm cassette 10/33 t rear d ceramic speed aero ospw custom blue logo t3 rotor size 160f r wheelset princeton 6560 white industry hubs mileage 300 km tires pirelli p zero stem giant carbon 100 mm handlebars giant aero handlebar 42 cm saddle giant fleet sl carbon throw look keo carbon pedal include spare come bike sram charge dock bike cost 14.5k tj sell huge loss price slightly negotiable sincere buyer urgent sale view deal amk convenience view   sworks sl7 cervelo scott bmc factor pinarello trek
13,10,Carbon Argon 18 E112 TT Roadie Fixie Full bike Sale,"1,450",Lightly used,Meetup,4 days ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Argon 18 E112 Complete bike for sale
Full Carbon Frameset
Made in Canada
Size:  XS
Rare n beautiful red-white colourway.
Bike is currently setup as a Single Speed but I've used Fixed Gear Velocity wheels on it too, without issues. 

I've had this bike for over a year and it's a comfy and cool ride to the nearby cafes, to the beach, PCN and to Work - all of which I have done enjoyably and its awesome exercise! 

- Cinelli Pepper bars
- Specialized Short stem
- Dia-Compe front brakes
- ODI grips
- FSA Carbon Cranks w sealed bearings
- Gear ratio: 2.44
- Meroca pedals
- White DT Swiss Wheelset with White DT Swiss hubs - amazingly smooth.
- Continental Tyres.

Note:
- Pictures 9 & 10 are for illustration with different wheelsets. This sale comes only with the DT Swiss Spoked white  wheelset.
- The fork steerer tube is left slightly longer so TT bars & spacers can fit.
- The seatpost clamp rear bit has been modded and verified non-slip.
- the rear wheel uses a straight-thru axle bolt but you can use a skewer too. 

Very slight paint chips but NO cracks. Actually almost pristine condition.

Not Trading and No Refunds.

Thanks & Ride safe all!!",N,,,Y,Kovan MRT Station (NE13),soulman77,Joined 8 years ago,Very Responsive,Verified,,,,4.9,120,https://www.carousell.sg/p/carbon-argon-18-e112-tt-roadie-fixie-full-bike-sale-1243639910/?t-id=BcbAZiSUvj_1689996180359&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=QX1VpFNXSo08sylW&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=455,1.36027861,103.88529062,"Carbon Argon 18 E112 TT Roadie Fixie Full bike Sale Argon 18 E112 Complete bike for sale Full Carbon Frameset Made in Canada Size:  XS Rare n beautiful red-white colourway. Bike is currently setup as a Single Speed but I've used Fixed Gear Velocity wheels on it too, without issues.  I've had this bike for over a year and it's a comfy and cool ride to the nearby cafes, to the beach, PCN and to Work - all of which I have done enjoyably and its awesome exercise!  - Cinelli Pepper bars - Specialized Short stem - Dia-Compe front brakes - ODI grips - FSA Carbon Cranks w sealed bearings - Gear ratio: 2.44 - Meroca pedals - White DT Swiss Wheelset with White DT Swiss hubs - amazingly smooth. - Continental Tyres. Note: - Pictures 9 & 10 are for illustration with different wheelsets. This sale comes only with the DT Swiss Spoked white  wheelset. - The fork steerer tube is left slightly longer so TT bars & spacers can fit. - The seatpost clamp rear bit has been modded and verified non-slip. - the rear wheel uses a straight-thru axle bolt but you can use a skewer too.  Very slight paint chips but NO cracks. Actually almost pristine condition. Not Trading and No Refunds. Thanks & Ride safe all!!",1450.0,,True,", , Specialized, Cinelli",1207,221,,0,carbon argon 18 e112 tt roadie fixie bike sale argon 18 e112 complete bike sale carbon frameset canada size   xs rare n beautiful red white colourway bike currently setup single speed fixed gear velocity wheel issue   bike year comfy cool ride nearby cafe beach pcn work enjoyably awesome exercise   cinelli pepper bar specialized short stem dia compe brake odi grip fsa carbon cranks w seal bearing gear ratio 2.44 meroca pedal white dt swiss wheelset white dt swiss hubs amazingly smooth continental tyres note pictures 9 10 illustration different wheelset sale come dt swiss spoked white   wheelset fork steerer tube leave slightly long tt bar spacer fit seatpost clamp rear bit modde verify non slip rear wheel use straight axle bolt use skewer   slight paint chip crack actually pristine condition trade refund thank ride safe
36,7,"2020 CANYON AEROAD CF SL7 DISC, Size XS","3,400",Lightly used,Meetup,3 days ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","SPARE BIKES...
> CONDITION 9/10
> SIZE XS
> WEIGHT: ARND 8KG

SPECS:
> Full 105 R7000 SHIMANO GROUPSET (NEW MODEL)
> CARBON AERO HANDLEBAR
> CARBON REYNOLDS WHEELS, AR58 (FRONT), AR62 (REAR)
> CANYON CARBON SEATPOST
SPECIALISED POWER SADDLE
> LOOK CLIPLESS PEDALS
> MAGNET BOTTLE CAGE

FULL BIKE: $3400 SGD

> EXCELLENT RACE BIKE
> REASON FOR SELLING: MOVING HOUSE, SPACE CONSTRAINTS",N,,,Y,Bakau LRT Station (SE3),tcw.jason,Joined 6 years ago,Very Responsive,Verified,,,,5.0,17,https://www.carousell.sg/p/2020-canyon-aeroad-cf-sl7-disc-size-xs-1243766926/?t-id=BcbAZiSUvj_1689996180359&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=RUxXEiO5L3yrv6sn&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=392,1.38795128,103.90545997,"2020 CANYON AEROAD CF SL7 DISC, Size XS SPARE BIKES... > CONDITION 9/10 > SIZE XS > WEIGHT: ARND 8KG SPECS: > Full 105 R7000 SHIMANO GROUPSET (NEW MODEL) > CARBON AERO HANDLEBAR > CARBON REYNOLDS WHEELS, AR58 (FRONT), AR62 (REAR) > CANYON CARBON SEATPOST SPECIALISED POWER SADDLE > LOOK CLIPLESS PEDALS > MAGNET BOTTLE CAGE FULL BIKE: $3400 SGD > EXCELLENT RACE BIKE > REASON FOR SELLING: MOVING HOUSE, SPACE CONSTRAINTS",3400.0,,True,"CANYON, CANYON, SPECIALISED, LOOK",423,72,,0,2020 canyon aeroad cf sl7 disc size xs spare bikes ... condition 9/10 size xs weight arnd 8kg specs 105 r7000 shimano groupset new model carbon aero handlebar carbon reynolds wheels ar58 ar62 rear canyon carbon seatpost specialised power saddle look clipless pedals magnet bottle cage bike 3400 sgd excellent race bike reason selling moving house space constraint
30,5,cervelo S5,"9,500",Like new,Meetup,2 months ago,Road Bikes,Posted,Used once or twice. As good as new.,"One of the fastest bike in the market
Very well mantained bike
Lady rider
Size 48
Shimano Ultegra R8000
Dt Swiss alloy wheels
New chain
Bought from BnB
No accessories and pedals
2019 model",N,,,Y,Khatib MRT Station (NS14)Woodlands MRT Interchange (NS9/TE2),td4trhh4ck,Joined 1 year ago,Very Responsive,Verified,,,,5.0,2,https://www.carousell.sg/p/cervelo-s5-1232224061/?t-id=BcbAZiSUvj_1689996180359&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=Tj_rhsWUl1AfKk_T&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=541,1.41726244,103.83301263,cervelo S5 One of the fastest bike in the market Very well mantained bike Lady rider Size 48 Shimano Ultegra R8000 Dt Swiss alloy wheels New chain Bought from BnB No accessories and pedals 2019 model,9500.0,,True,cervelo,199,36,,0,cervelo s5 fast bike market mantaine bike lady rider size 48 shimano ultegra r8000 dt swiss alloy wheel new chain buy bnb accessory pedal 2019 model
6,8,[Relocation Sale] Giant Propel Slr & Many free items,"1,880 1,980",Well used,Meetup,3 days ago,Road Bikes,Posted,Has minor flaws or defects.,"Used Giant Propel Slr for sale. Bought this directly from Tay Junction (Authorised Distributor) 

Size S (I'm 174cm)
-11 Speed Shimano 105 group set.
- 8.2kg without pedals 
-Tyres, Tubes, Brake shoes almost new and used for only a few rides.
-usual wear and tear.
-washed and cleaned ready to go. 

Note:
-Bike has no accidents but a couple of stationary drops due to robot vaccum knocking it down. (this is not a carbon frame so not to worry)
-running one by set up (small chain ring and hanger still on bike and I'll pass u the FD and a gear cable if u want to put it back) 

✅ Meet closer to my asking price and I'll sweeten the deal. I'll give away all the listed items below to go along with the bike (check back, will update the list when I find items to give away) 
- Bicycle Stand (seen in picture) 
- 2 bottle cages (on bike) 
- Shimano SPD pedals 
- Cateye Volt300 front light 
- Knog rear light and another brand less
- Tool pouch 
- Tool bottle 
- 40% Muc-Off concentrated cleaning liquid
- Dry chain lube 80%
- Wet chain lube 10%
- Lezyne floor pump
- BBB ChainGrip tool (mighty useful when washing bike) 
All items easily valued $200 - $300",N,,,Y,Woodlands South MRT Station (TE3 ),avi.cenna,Joined 5 years ago,Very Responsive,Verified,,,,5.0,12,https://www.carousell.sg/p/giant-propel-slr-many-free-items-1243772354/?t-id=BcbAZiSUvj_1689996180359&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=RUxXEiO5L3yrv6sn&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=388,1.42759212,103.79348248,"[Relocation Sale] Giant Propel Slr & Many free items Used Giant Propel Slr for sale. Bought this directly from Tay Junction (Authorised Distributor)  Size S (I'm 174cm) -11 Speed Shimano 105 group set. - 8.2kg without pedals  -Tyres, Tubes, Brake shoes almost new and used for only a few rides. -usual wear and tear. -washed and cleaned ready to go.  Note: -Bike has no accidents but a couple of stationary drops due to robot vaccum knocking it down. (this is not a carbon frame so not to worry) -running one by set up (small chain ring and hanger still on bike and I'll pass u the FD and a gear cable if u want to put it back)   Meet closer to my asking price and I'll sweeten the deal. I'll give away all the listed items below to go along with the bike (check back, will update the list when I find items to give away)  - Bicycle Stand (seen in picture)  - 2 bottle cages (on bike)  - Shimano SPD pedals  - Cateye Volt300 front light  - Knog rear light and another brand less - Tool pouch  - Tool bottle  - 40% Muc-Off concentrated cleaning liquid - Dry chain lube 80% - Wet chain lube 10% - Lezyne floor pump - BBB ChainGrip tool (mighty useful when washing bike)  All items easily valued $200 - $300",1880.0,1980.0,True,"Giant, Giant",1208,228,✅,1,relocation sale giant propel slr free item giant propel slr sale buy directly tay junction authorised distributor   size s 174 cm -11 speed shimano 105 group set 8.2 kg pedal   -tyre tubes brake shoe new ride -usual wear tear -washe clean ready   note -bike accident couple stationary drop robot vaccum knock carbon frame worry -runne set small chain ring hang bike pass u fd gear cable u want    meet close asking price sweeten deal away list item bike check update list find item away   bicycle stand see picture   2 bottle cage bike   shimano spd pedal   cateye volt300 light   knog rear light brand tool pouch   tool bottle   40 muc concentrated clean liquid dry chain lube 80 wet chain lube 10 lezyne floor pump bbb chaingrip tool mighty useful washing bike   item easily value 200 300
57,8,Trek Madone Full Carbon (50cm frame),"2,000",Well used,Meetup,2 months ago,Road Bikes,Posted,Has minor flaws or defects.,"I’m selling my road bike as I have no time to cycle anymore.. Trek Madone OCLV carbon.. 
Ultegra group set and 105 shifter..  I just service it for $220.. 

Overhaul 
Bartape 
All inner cables 
Steertube Spacer
Shifter improvement 
 
no low ballers
 slightly Negotiable 
Pm me if interested! thanks ",N,,,Y,Yishun MRT Station (NS13),jluz1,Joined 8 years ago,Very Responsive,Verified,,,,5.0,23,https://www.carousell.sg/p/trek-madone-full-carbon-50cm-frame-1232614554/?t-id=BcbAZiSUvj_1689996180359&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=eG6galT9M2-EKoRl&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=340,1.42912496,103.83520369,Trek Madone Full Carbon (50cm frame) I’m selling my road bike as I have no time to cycle anymore.. Trek Madone OCLV carbon..  Ultegra group set and 105 shifter..  I just service it for $220..  Overhaul  Bartape  All inner cables  Steertube Spacer Shifter improvement    no low ballers  slightly Negotiable  Pm me if interested! thanks ,2000.0,,True,"Trek, Trek",336,54,,0,trek madone carbon 50 cm frame sell road bike time cycle anymore .. trek madone oclv carbon ..   ultegra group set 105 shifter ..   service 220 ..   overhaul   bartape   inner cable   steertube spacer shifter improvement     low baller   slightly negotiable   pm interested thank
4,4,S-Works Specialised SL6 - blacked out,"4,500",Like new,Meetup,3 days ago,Road Bikes,Posted,Used once or twice. As good as new.,"well-maintained bike, never crashed before. 

light enough for climbing, aero enough to help u pull on tmcr 😁

frame size 54, fits me well at 173cm tall

the frame is taiwanese, brought to binjai for servicing and found out there. however, the serial number on the bike appears to be legit so make judgement for yourself before buying.

components list:
🟢 Zipp 404 firecrest with vittoria corsa control tan wall tyres
🟢 full Ultegra one-by system
🟢 Prime doyenne aero 40cm handlebars
🟢 Specialised body geometry saddle
🟢 Pass Quest 50t chainring
🟢 Supercaz bartape

only selling Full Bike without pedals and bottle cages




",N,,,Y,Beauty World MRT Station (DT5),whosgotit,Joined 2 years ago,Very Responsive,Verified,,,,4.9,32,https://www.carousell.sg/p/s-works-specialised-sl6-blacked-out-1243808760/?t-id=BcbAZiSUvj_1689996180359&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=eG6galT9M2-EKoRl&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=375,1.34165243,103.77585232,"S-Works Specialised SL6 - blacked out well-maintained bike, never crashed before.  light enough for climbing, aero enough to help u pull on tmcr  frame size 54, fits me well at 173cm tall the frame is taiwanese, brought to binjai for servicing and found out there. however, the serial number on the bike appears to be legit so make judgement for yourself before buying. components list:  Zipp 404 firecrest with vittoria corsa control tan wall tyres  full Ultegra one-by system  Prime doyenne aero 40cm handlebars  Specialised body geometry saddle  Pass Quest 50t chainring  Supercaz bartape only selling Full Bike without pedals and bottle cages ",4500.0,,True,"Specialised, Specialised",663,110,😁🟢🟢🟢🟢🟢🟢,7,s works specialised sl6 black maintain bike crash   light climbing aero help u pull tmcr   frame size 54 fit 173 cm tall frame taiwanese bring binjai servicing find serial number bike appear legit judgement buy component list   zipp 404 firecr vittoria corsa control tan wall tyre   ultegra system   prime doyenne aero 40 cm handlebar   specialised body geometry saddle   pass quest 50 t chainre   supercaz bartape sell bike pedal bottle cage
