,no_of_likes,no_of_images,title,listing_price,item_condition,deal_method,post_date,category_type,post_type,condition_subtext,listing_description,mailing_option,delivery_options,mail_speed,meetup_option,meetup_location,deal_location_lat,deal_location_lon,seller_id,seller_join_date,seller_response,seller_verif,verified_by_email,verified_by_facebook,verified_by_mobile,seller_stars_rating,reviews_of_seller,url
244,18 likes,5 images,Argon 18 Krypton,"1,000",Well used,Meetup,1 month ago,Road Bikes,Bumped,Has minor flaws or defects.,"105 2x11 speed gearset
Ultegra Brakes
frame size 52 (M size)

I am 1.72m",N,NA,NA,Y,Pasir Ris Link,1.377018,103.960602,dennistw8,Joined 7 years ago,Mostly Responsive,Verified,NA,NA,NA,5.0,33,https://www.carousell.sg/p/argon-18-krypton-1232495684/?t-id=BcbAZiSUvj_1689996180359&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=3uUA59bbuyK4836t&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=315
245,Like,1 image,Triban RC520 size S,900,Lightly used,Meetup,2 days ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.",Shimano 105,N,NA,NA,Y,Punggol Waterway Terraces II,1.40929434,103.90061259,thehbk,Joined 9 years ago,Very Responsive,Verified,NA,NA,NA,5.0,63,https://www.carousell.sg/p/triban-rc520-size-s-1244122312/?t-id=BcbAZiSUvj_1689996180359&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=nZcXHf07tJhtJQIJ&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=211
246,13 likes,2 images,BTWiN black,100,Well used,Meetup,1 week ago,Road Bikes,Posted,Has minor flaws or defects.,"Good Condition but the tires need air pump, used while a go",N,NA,NA,Y,Empress Road Market & Food Centre,1.31605067,103.8058176,Milankazilla,Joined 4 years ago,Very Responsive,Verified,NA,NA,NA,4.8,30,https://www.carousell.sg/p/btwin-black-1242955153/?t-id=BcbAZiSUvj_1689996180359&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=Aekje4yYgcIf2YYl&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=816
247,1 like,4 images,Giant Propel Advanced SL (s/51),"5,300",Lightly used,Meetup,2 hours ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","giant propel advanced sl 2017
size: S/51
weight: 7.18kg, built 2021 june
rider height 177, inseam 82

notable upgrades
- SRAM RED etap fill set (AXS shifters)
cassette changed july 2023
- Wheel Angel 60mm magnetic hubs
- 3T aeronova stealth edition
- Fizik arione 00 saddle
- Kogel bottom bracket
- Fouriers integrated brake calipers

comes with:
- BNIB sram red 11spd chain
- BNIB giant slr pads x2 sets
- dura ace pedals

comes without:
- wahoo elemnt bolt",N,NA,NA,Y,Hougang MRT Station (NE14),1.37206144,103.89348508,mplxts_,Joined 9 years ago,Very Responsive,Verified,NA,NA,NA,4.9,52,https://www.carousell.sg/p/giant-propel-2017-1244467125/?t-id=BcbAZiSUvj_1689996180359&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=Sk5sxkbN7Bz9sqb-&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=8
248,1 like,1 image,campagnolo 2x9 speed G SET,280,Well used,Meetup,an hour ago,Road Bikes,Posted,Has minor flaws or defects.,2x9 speed  campagnolo cassette 11t 23t,N,NA,NA,Y,Yishun,1.42890482,103.83583182,alanlee9117,Joined 5 years ago,Very Responsive,Verified,NA,NA,NA,5.0,5,https://www.carousell.sg/p/campagnolo-2x9-speed-g-set-1244469655/?t-id=BcbAZiSUvj_1689996180359&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=Sk5sxkbN7Bz9sqb-&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=5
249,2 likes,9 images,Triban RC 100 Flat Bar 7 Speed - Silver Road Bike Decathlon,240,Well used,Meetup,3 days ago,Road Bikes,Posted,Has minor flaws or defects.,"FREE Bell, Seat Cover, Pump, Helmet

Used for 1 year, and it works just as well as it did when it was brand new.

Defects: Slightly wobbly seat and detaching side pod of handle - both easily fixable by mechanic and don't affect rideability.

Ready to sell right away!
",N,NA,NA,Y,The Estuary,1.41003423,103.83054448,sreekargud93673,Joined 1 week ago,Very Responsive,Verified,NA,NA,NA,NA,NA,https://www.carousell.sg/p/triban-rc-100-flat-bar-7-speed-silver-road-bike-decathlon-1243829404/?t-id=BcbAZiSUvj_1689996180359&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=eG6galT9M2-EKoRl&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=356
250,10 likes,1 image,TIME scylon road bike for sale,100,Lightly used,Meetup,3 days ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","clickbait price 
wts time scylon road bike 
specs:
time scylon aero frameset france edition 
enve ses 7.8 gen 3 lace to dt 240
bearings are change 
enve aero stem 110mm w k edge mount
enve aero bar 40cm
sram force groupset w ultegra crank 
shimano pro stealth saddle
dura ace paddles 
frame retail priced at 6.4k 
looking to trade with others road bikes too!
bike is slightly negotiable for serious buyers 
lowballers will nt be entertained",N,NA,NA,Y,Compass One,1.39234956,103.89506811,ishaoajsha,Joined 2 years ago,Very Responsive,Verified,NA,NA,NA,4.9,31,https://www.carousell.sg/p/time-scylon-road-bike-for-sale-1243820893/?t-id=BcbAZiSUvj_1689996180359&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=eG6galT9M2-EKoRl&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=363
251,1 like,3 images,Officine Mattio Brondello,"8,000",Well used,Meetup,5 days ago,Road Bikes,Posted,Has minor flaws or defects.,"Size 50 ( i am 1.69m) for reference 

Steel frame with Carbon Fork

- Whisky bar
- Deda Stem
- Deda Seatpost
- Shimano stealth saddle
- Sram Red E-Tap with powermeter
- Campagnolo athena Calipers
- Zipp 303 with Onyx hub
- Titanium Bottlecage

Scuff marks on drive side seat stay as the bike fell leaning against the curb.

Non - Negotiable. Bike is just pretty much on display at home.",N,NA,NA,Y,Sengkang Bus Interchange,1.39173467,103.89551967,imagineerme,Joined 8 years ago,Very Responsive,Verified,NA,NA,NA,5.0,34,https://www.carousell.sg/p/officine-mattio-brondello-1243422907/?t-id=BcbAZiSUvj_1689996180359&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=Tj_rhsWUl1AfKk_T&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=546
252,15 likes,4 images,Scott CR110 - road bike- 52 cm(S) - 22 speed carbon frame,"1,000",Lightly used,Meetup,3 days ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Scott CR110 - Cult Bike - 52 cm(S) - 22 speed carbon frame and Shimano Ultegra group set. 

Scott S size
CR110 carbon frame with SDS
Shimano Ultegra group set
FL20 stem
50/34 chainrings
170mm cranks 
11-32 11 speed rear cluster

Have not been used for sometime, so tyres need air and would need some general cleaning/TLC at bike shop. ",N,NA,NA,Y,Haw Par Villa MRT Station (CC25),1.28303911,103.78192078,kontraversija,Joined 7 years ago,Mostly Responsive,Verified,NA,NA,NA,5.0,12,https://www.carousell.sg/p/scott-cr110-road-bike-52-cm-s-22-speed-carbon-frame-1243798369/?t-id=BcbAZiSUvj_1689996180359&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=eG6galT9M2-EKoRl&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=379
253,51 likes,9 images,SEKA Exceed RDC Size M Full Carbon Road Bike R8170 di2 12 speed groupset zipp 303s wheelset,"5,400",Like new,Meetup,4 days ago,Road Bikes,Bumped,Used once or twice. As good as new.,"Newly built on 04th July 2023 with used parts.

WHEELSET CHANGED TO ELITEWHEELS DRIVE 50D

Great condition, minor scratches and scuffs from usage but no crashes/serious scratches.

Frameset : Seka Exceed RDC Frameset Size M (size 54) (400x100) handlebar 

2 seatpost options are available, 20mm offset and 0mm offset

HSCER Ceramic BB used

Groupset : Shimano Ultegra 12 speed R8170 di2 groupset.  11-30 170 52/36. Rear Derailleur is on a direct mount setup for improved shifting

Dura ace 160/160 rotors

Wheelset : Elitewheels Drive 50D in a tubeless setup with schwalbe one TLE 28mm tyres

Includes computer mount and some frame accessories.

Pedals not included.",N,NA,NA,Y,The Cascadia,1.33310618,103.78723457,lynkage,Joined 6 years ago,Very Responsive,Verified,NA,NA,NA,5.0,237,https://www.carousell.sg/p/seka-exceed-rdc-size-m-full-carbon-road-bike-r8170-di2-12-speed-groupset-zipp-303s-wheelset-1241103965/?t-id=BcbAZiSUvj_1689996180359&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=QX1VpFNXSo08sylW&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=454
254,3 likes,6 images,[RIS] Cervelo Soloist Gold Dust Size 48 Full Internal Routing,"8,880",Brand new,Meetup,3 days ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"We are Cervelo's official Singapore dealer, all purchase enjoy fuss free official warranty.

Our store is conveniently located inside Queensway Shopping Centre
Bicycle friendly mall, you are welcomed to push your bikes in!
❤    Address:
#01-09, 1 Queensway
Queensway Shopping Centre
S149053
❤    Operating Hours:
Tuesday - Sunday
12pm - 9pm
Closed on Mondays & Public Holidays

Cervelo Soloist Size 48 Gold Dust
Shimano 105 R7170 12s Di2
MT800 Rotors
Zipp 303s Wheelset
Vittoria Corsa N.EXT TLR 28c
Farsports F1s Integrated Aero Handlebar
Repente Quasar 2.0 Saddle
Burgh Bartape
Complete bike weighs 7.38kg",N,NA,NA,Y,Ride In Style,1.287524,103.803043,rideinstyle.sg,Joined 7 years ago,Very Responsive,Verified,NA,NA,NA,5.0,266,https://www.carousell.sg/p/ris-cervelo-soloist-gold-dust-size-48-full-internal-routing-1243798370/?t-id=BcbAZiSUvj_1689996180359&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=RUxXEiO5L3yrv6sn&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=412
255,4 likes,3 images,Wilier Cento1 Air Disc,"3,599",Like new,Meetup,14 hours ago,Road Bikes,Posted,Used once or twice. As good as new.,"Wilier cento1 air disc 
(shimano ultegra R8000 series 11 speed cassette(11-28T) 

50T/34T chainring

Groupset - Ultegra R8000 front and rear derailleur

Ultegra R8020 hydraulic disc brakes

Fulcrum Racing 5 aluminum wheelset

Saddle - San Marco italia 

Ultegra Pedals and 2 x bottle cages included

Price Nego for serious buyer. PM for more info/pictures.",N,NA,NA,Y,The Bellewoods EC,1.29081868,103.85251522,latte80,Joined 7 years ago,NA,Verified,NA,NA,NA,5.0,13,https://www.carousell.sg/p/wilier-cento1-air-disc-1244411098/?t-id=BcbAZiSUvj_1689996180359&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=Sk5sxkbN7Bz9sqb-&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=43
256,5 likes,6 images,"Java Siluro 3, new condition (showroom bike)",680,Brand new,Meetup,3 days ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"Java Siluro 3
New Condition (showroom)
with shop warranty 

Size 53
2 by 9 speed 
Full Decaf groupset 
Disc brake",N,NA,NA,Y,Lipo Building,1.32506834,103.87976789,simple.bicycles,Joined 7 years ago,Very Responsive,Verified,NA,NA,NA,5.0,806,https://www.carousell.sg/p/java-siluro-3-new-condition-showroom-bike-1243825023/?t-id=BcbAZiSUvj_1689996180359&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=eG6galT9M2-EKoRl&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=357
257,8 likes,6 images,‼️‼️Decathlon BTWIN RC120 Road bike‼️‼️,300,Lightly used,Meetup,3 days ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","BTWIN RC120 Road bike for sale

- Bought around 1 year ago
- upgraded continental tires
- upgraded decathlon brand cleats
- Comes with black Van Rysel helmet, bike computer holder, bottle holder, small portable air pump, all the original dekitted reflective parts and pedals


Super good deal with bike in ready to go condition, my loss your gain

Own collection for the bike

",N,NA,NA,Y,Tampines MRT Station (EW2/DT32)Blk 437 Tampines Street 43,1.35350085,103.94510601,Bayren,Joined 7 years ago,Mostly Responsive,Verified,NA,NA,NA,4.9,74,https://www.carousell.sg/p/‼️‼️decathlon-btwin-rc120-road-bike‼️‼️-1243788217/?t-id=BcbAZiSUvj_1689996180359&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=eG6galT9M2-EKoRl&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=383
258,8 likes,5 images,Phoenix Bicycle,180,Brand new,Meetup,5 days ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"Hey there, 
Selling away my another set of phoenix 
BRAND NEW IN BOX (last pic) 
Comes with accessories like bicycle pump and holder 
Got two set of the same model, unsure about the model as got this from my friend 
26” if I ain’t wrong 
I’ve already open up one set which can be seen in the first few pics as I took photo of it 
Looking to let go asap to clear space 
Delivery can be arranged through Lalamove or self pick up 
First come first serve 
Price is negotiable but please don’t lowball me 
For more information hit me up 
Thanks for viewing 







Tags iPhone 11 Pro Max Iphone 11 iPhone XS Max iPhone 8 Plus Samsung galaxy note 10 plus Samsung galaxy fold Samsung Galaxy s20 ultra Huawei mate 30 Huawei p40 pro iPad mini iPad Pro iPad Air Apple Watch series 4 ipad 3 Nintendo switch Ps4 animal crossing Apple Watch series 5 iPhone se 2 ps4 ps5 Samsung galaxy note 9 Huawei p40 pro Huawei mate 20 pro Huawei mate 30 pro Huawei p30 pro iphone 11 iPhone 8 Plus iPhone X MacBook Pro iPad Air iPad mini iPad Pro 11 2020 Nintendo switch ps3 ps4 Samsung galaxy note 20 ultra Tags Iphone 13 pro max iPhone 12 Pro Max iPhone 11 Pro Max Apple Watch series 1 2 3 4 5 6 7 apple iPad Air iPad Pro iPad mini apple tag Samsung galaxy s22 ultra note 20 ultra iPhone XS Max iPhone 11 AirPods Pro AirPods iphone 14 pro max iphone 14 Apple Watch series 8 iPad Pro m2 chip ps5 AirPods Max AirPods Pro gen 2 
",N,NA,NA,Y,Holy Cow Creamery,1.304901,103.862818,SilentKillerz_,Joined 9 years ago,Very Responsive,Verified,NA,NA,NA,4.8,82,https://www.carousell.sg/p/phoenix-bicycle-1243332427/?t-id=BcbAZiSUvj_1689996180359&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=hhUPpkbbiY3QIk1X&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=611
259,5 likes,2 images,Ridley Endurance Bike SLIC,"6,900 7,500",Lightly used,Meetup,2 months ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Ridley Endurance ultra light weight Carbon fiber Bicycle come with Ultegra Di2 and Reynolds AR1X carbon rims 

Hardly ride busy schedule 

",N,NA,NA,Y,Bedok Res. Rd Blk 122,1.33083749,103.91006838,nigel_cheng77,Joined 7 years ago,Mostly Responsive,Verified,NA,NA,NA,5.0,1,https://www.carousell.sg/p/ridley-endurance-bike-slic-1231915205/?t-id=BcbAZiSUvj_1689996180359&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=6iwfW94Kv3J_Fzag&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=777
260,17 likes,10 images,"Specialized Aethos 52 frameset and parts (almost full bike, no groupset)","4,700",Lightly used,Meetup,5 days ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Priced to sell! All you need is a groupset!

Selling my Specialized Aethos Comp frame size 52 in gloss clay along with parts. Bought from Specialized Bukit Pasoh and maintained at T3. This is one of the lightest frames in the market and only 100 grams heavier than an S-Works Aethos. The frame and fork weight is sub 1kg. Frame is in excellent condition, no scratches. 

LIST of what is included  -
Frame: Specialized Aethos size 52
Stem: Specialized 90mm 6-degrees
Drop bar: Specialized 400mm
Saddle: Specialized Power 
Wheelset: DT Swiss (SRAM freehub)*
Tires: Specialized Turbo  700x26c*
Seatpost: Zipp Service Course

*Brand new, never used

Last photo of full  bike included for reference only. You will only need  a groupset, bartape and cages to complete this bike. The Aethos is a very comfy and agile bike when built up. 

RFS: Moved on to another project build.

Frame and parts can be viewed at my convenience (no obligation).  I also have a Roval 1-pc cockpit for sale in another listing if you want to upgrade.  Let me know if you have questions. Thanks.",N,NA,NA,Y,Upper Serangoon CrescentRiverSails Residence,1.377737,103.902231,trx_technik,Joined 3 years ago,Very Responsive,Verified,NA,NA,NA,4.9,26,https://www.carousell.sg/p/specialized-aethos-52-frameset-and-parts-almost-full-bike-no-groupset-1243390779/?t-id=BcbAZiSUvj_1689996180359&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=hhUPpkbbiY3QIk1X&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=569
261,66 likes,3 images,Specialized Allez Sprint,"2,300",Lightly used,Meetup,1 week ago,Road Bikes,Bumped,"Used with care. Flaws, if any, are barely noticeable.","Shimano 105 Drive train
Recently sent for service
Alloy frame carbon fork
Size 52",N,NA,NA,Y,Admiralty Link,1.454655,103.816352,yaspenguin320,Joined 8 years ago,Mostly Responsive,Verified,NA,NA,NA,5.0,62,https://www.carousell.sg/p/specialized-allez-sprint-1239227065/?t-id=BcbAZiSUvj_1689996180359&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=u_BrrGPntYKoRubR&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=844
262,20 likes,8 images,Bombtrack Arise Single Speed,450,Lightly used,Meetup,5 days ago,Road Bikes,Bumped,"Used with care. Flaws, if any, are barely noticeable.","The ARISE bike is truly an all round, go anywhere, do anything, bike. It sits equally at home cutting through traffic as a fast commuter machine as it does going for a Sunday morning blast on and off road. The geometry is set up for a fast and responsive ride, yet comfortable enough for longer journeys. The frame also features full cromo tubing, and has bottle and mudguard mounts, so it’s good to ride any time of year. The bike has a singlespeed drivetrain, with a fully sealed cassette hub unique to the market, it keeps things simple and maintenance free so you can get on and enjoy your ride. 

Get through town, ride the streets, and enjoy cycling at it's best - this is what single speed bikes bring. Easy maintenance, easy to ride, virtually hassle free - that outstanding performance.

Size S 

Specifications

Frame: Double butted 4130 CrMo frame and fork
Brakes: Tektro RX6 mini V-brakes
Chainset: BT Bikes square taper, 42t
Cassette: 17t heat-treated CrMo cog
Bars: BT Bikes CX-1010 flared
Stem:  BT Bikes Origin forged -7 deg
Seatpost: BT Bikes 612
Saddle: BT Bikes Comp
Wheels: A-M1 double wall, 32h sealed hun, 11-speed compatible, Kenda Small Block 8, 35c tyres

All our project upcycle bikes are covered by a 3-month warranty for defects or mechanical malfunction. All project up-cycle bikes come with 1 free Lunch Break Tuneup (worth $30)

Drop by our store to test ride or find out more!",N,NA,NA,Y,No:3 lorong bakar batu,1.3321888,103.86848,unspokin,Joined 1 year ago,Very Responsive,Verified,NA,NA,NA,5.0,6,https://www.carousell.sg/p/bombtrack-arise-single-speed-1217207046/?t-id=BcbAZiSUvj_1689996180359&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=Tj_rhsWUl1AfKk_T&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=526
263,17 likes,5 images,TWITTER R10 Carbon Fibre Road Bike,850,Well used,Meetup,6 days ago,Road Bikes,Posted,Has minor flaws or defects.,"Condition 8/10
1.5 Years Old

Non-negotiable 
Bought for $1099 


Size 48 - 170-180cm rider ",N,NA,NA,Y,Blk 726 Tampines St 71,1.35717424,103.93608777,hzdama,Joined 9 years ago,Mostly Responsive,Verified,NA,NA,NA,4.9,53,https://www.carousell.sg/p/twitter-r10-carbon-fibre-road-bike-1243223711/?t-id=BcbAZiSUvj_1689996180359&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=sP4sXLBUueh80oQj&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=671
264,8 likes,3 images,Scott foil pro 2023,"11,500",Like new,Meetup,6 days ago,Road Bikes,Posted,Used once or twice. As good as new.,"Selling my scott 2023 foil Pro. groupset sram red 48 35 crank. cassettee 10 28 . wheelset enve AR 4.5 with contintial 5000 tyres. Frame bought from kh with receipt March  2023 set up. 
milage less than 500km . size 54. 
saddles fizik R1 3 d ..All item like brand new. interested party pm me can whatapp you the detail picture and video of the bike.( Take note only the cassettes is sram force )",N,NA,NA,Y,River Isles,1.39751002,103.91273091,eddyyane,Joined 8 years ago,Very Responsive,Verified,NA,NA,NA,5.0,193,https://www.carousell.sg/p/scott-foil-pro-2023-1243303400/?t-id=BcbAZiSUvj_1689996180359&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=KxtAUR_1ZDEfQx2t&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=625
265,89 likes,6 images,Bianchi Lepre Mini Velo Size 43,800 850,Lightly used,Meetup,2 months ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Bianchi Lepre Mini Velo with 20” wheels
7 speed
Size 43
Manufactured in Taiwan but purchased in Japan.
Front wheel can be easily dismantled for bike to fit into a car’s backseat.

I have another Mini Velo (Gios Antico) listed. Do check it out and price is nego if you intend to get both.
",N,NA,NA,Y,Faber Crest Condominium,1.32312474,103.75726238,allthebest25,Joined 8 years ago,Mostly Responsive,Verified,NA,NA,NA,5.0,60,https://www.carousell.sg/p/bianchi-lepre-mini-velo-size-43-1231719678/?t-id=BcbAZiSUvj_1689996180359&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=Aekje4yYgcIf2YYl&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=793
266,14 likes,1 image,🔥PROMO: TWITTER Gravel V2 Carbon Fibre Road Gravel Bike | Disc Brake RS 22 Speed Bicycle,"1,050",Brand new,Meetup,1 week ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"Price  is for 1 Full Bike(FIRM)
Ready Stock & Brand New


🔥PROMO: $1050 (UP:$1099)


☑️Ready Stocks, No Pre-order required. 
 
☑️FREE : Full Bike Assembly & Tuning

☑️FREE : 3 Months of Tuning & Adjustment Limited Warranty 

☑️FREE GIFTS : Bottle Cage



📍Size Available : 

45cm - Suitable 150cm - 165cm rider 

48cm - Suitable for 165cm - 175cm rider

51cm - Suitable for 175cm - 185cm rider



🔸Installment Plan Available🔸
[CONTACT US FOR MORE INFO]





📌 ADD ON (Limited Sets): 
Package 1 - $25 : 

▪️USB Rechargeable Front Light + Rear Light, ▪️Cable Lock,  ▪️Upgraded Bottle Cage Design  


Package 2 - $48 : 

▪️USB Rechargeable Front Light + Rear Light, ▪️5 Digit Number Lock,  ▪️Upgraded Bottle Cage Design, ▪️Phone Holder





           🤝DEALING OPTIONS🤝

◾Self Collection  @ 9002 Tampines St 93 / Singapore 528836 (Appointment Only) 🏢

OR 

◾ 🚚Island Wide Bike Delivery🚚 @ Additional $35



Weight : 9.7kg +/-



Specifications :

Frame: TWITTER Gravel V2 Carbon Fibre 12X142mm Thru Axle

Fork : Twitter Carbon Fork Thru Axle

Bar & Stem : External Routed* Non Integrated

Shifters : RETROSPEC 12 Speed 

Rear Derailleur : RETROSPEC 12 Speed 

Crankset: PROWHEEL Hollowtech 42T

Cassette: 11-46T

Chain : SUMC 12 Speed

Brakes : ZOOM Semi Hydraulic Brakes

Rims :  Double Walled Ultra Light Aluminium Alloy 36mm Depth Alloy

Tyres : INNOVA PRO 700 x 40c Tan Wall 





☑Follow our Telegram Channel for latest products & upcoming promotions 
t.me/bikecosg

☑Check out our Listings for more Bicycle, Parts & Accessories
",N,NA,NA,Y,9002 tampines St 93 Level 4,1.34127586,103.94134977,bikeco,Joined 9 years ago,Very Responsive,Verified,NA,NA,NA,5.0,1k,https://www.carousell.sg/p/🔥promo-twitter-gravel-v2-carbon-fibre-road-gravel-bike-disc-brake-rs-22-speed-bicycle-1243019743/?t-id=BcbAZiSUvj_1689996180359&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=Aekje4yYgcIf2YYl&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=795
267,1 like,4 images,Giant Propel Advanced SL (s/51),"5,300",Lightly used,Meetup,2 hours ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","giant propel advanced sl 2017
size: S/51
weight: 7.18kg, built 2021 june
rider height 177, inseam 82

notable upgrades
- SRAM RED etap fill set (AXS shifters)
cassette changed july 2023
- Wheel Angel 60mm magnetic hubs
- 3T aeronova stealth edition
- Fizik arione 00 saddle
- Kogel bottom bracket
- Fouriers integrated brake calipers

comes with:
- BNIB sram red 11spd chain
- BNIB giant slr pads x2 sets
- dura ace pedals

comes without:
- wahoo elemnt bolt",N,NA,NA,Y,Hougang MRT Station (NE14),1.37206144,103.89348508,mplxts_,Joined 9 years ago,Very Responsive,Verified,NA,NA,NA,4.9,52,https://www.carousell.sg/p/giant-propel-2017-1244467125/?t-id=BcbAZiSUvj_1689996180359&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=Sk5sxkbN7Bz9sqb-&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=8
268,1 like,1 image,Bicycle,90,Well used,Meetup,23 hours ago,Road Bikes,Posted,Has minor flaws or defects.,Bicycle with kids seater & basket. Working condition. Self collection.,N,NA,NA,Y,Sembawang Hills Drive,1.37601259,103.83034945,ong_bc,Joined 6 years ago,Very Responsive,Verified,NA,NA,NA,5.0,30,https://www.carousell.sg/p/bicycle-1244320132/?t-id=BcbAZiSUvj_1689996180359&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=UnrXlG_3uMNFYsMg&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=108
269,Like,1 image,"Btwin Triban RC120, new condition with shop warranty",300,Brand new,Meetup,12 hours ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"Btwin Triban RC120
New Condition with shop warranty

8 speed, 700c rim
Medium Aluminium Frame

Please see my listings for more bicycle options or contact us at 88111796 for more information 

Welcome to view and for test ride at our bike store located at Lipo building, 621 Aljunied Rd #07-07, 389834 

By Mrt : Mattar, exit B, take right turn for 2-3 mins straight walk to Lipo building

12pm to 8pm",N,NA,NA,Y,Lipo Building,1.32506834,103.87976789,simple.bicycles,Joined 7 years ago,Very Responsive,Verified,NA,NA,NA,5.0,806,https://www.carousell.sg/p/btwin-triban-rc120-new-condition-with-shop-warranty-1244429741/?t-id=BcbAZiSUvj_1689996180359&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=Sk5sxkbN7Bz9sqb-&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=47
