,no_of_likes,no_of_images,title,listing_price,item_condition,deal_method,post_date,category_type,post_type,condition_subtext,listing_description,mailing_option,delivery_options,mail_speed,meetup_option,meetup_location,deal_location_lat,deal_location_lon,seller_id,seller_join_date,seller_response,seller_verif,verified_by_email,verified_by_facebook,verified_by_mobile,seller_stars_rating,reviews_of_seller,url
223,1 like,3 images,Trek women’s silque fx size 47,"3,800 4,000",Lightly used,Meetup,1 week ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Lightweight 600 Series OCLV Carbon frame, fitted with Shimano Ultegra DI2 electronic shifting and Campagnolo Shamal Mille lightweight wheels with USB hub. All in total weight 7.1kg.",N,NA,NA,Y,Summerhill Condominium PoolsideHillview MRT Station (DT3),1.35953229,103.76576023,lynnyeosk,Joined 9 years ago,Very Responsive,Verified,NA,NA,NA,5.0,56,https://www.carousell.sg/p/trek-women’s-silque-fx-size-47-1243004951/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=aN77-fzQlDvWiF2W&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=806
224,34 likes,3 images,Cervelo Caledonia 5 Frame Set size 54,"3,800 4,000",Lightly used,Meetup,Yesterday,Road Bikes,Bumped,"Used with care. Flaws, if any, are barely noticeable.","Well taken care Cervelo Caledonia 5. Size 54 Brought from bike and bites. 

Come with Cervelo 110mm carbon stem and 42mm carbon drop bar and carbon seat post. 

Nego for quick deal. Lower baller will be ignored. 

*upgrading to P5",N,NA,NA,Y,Interlocal Centre,1.27725333,103.79646242,dino_cycle,Joined 8 years ago,Very Responsive,Verified,NA,NA,NA,4.8,17,https://www.carousell.sg/p/cervelo-caledonia-5-frame-set-size-54-1232839891/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=3cdheF8_k1Jf2N-O&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=170
225,92 likes,8 images,JAVA Siluro 3 S3 Road bike Shimano Tiagra groupset,510,Well used,Meetup,2 weeks ago,Road Bikes,Posted,Has minor flaws or defects.,"Frame size: 50 for 168cm to 180cm height
Shifter: Shimano Tiagra r4700
Front and rear derailleur: Tiagra r4700
Cassette: Shimano Tiagra 10 Speed
Crankset: Decades 50-34t 
Crankarm: 170mm
Break system: Mechanical disc break

Very good entry bike, nice frame design. Smooth rider confirmed.

RFS: Upgrading",N,NA,NA,Y,Mattar MRT Station (DT25),1.32693043,103.8832131,caseyl,Joined 8 years ago,Very Responsive,Verified,NA,NA,NA,5.0,66,https://www.carousell.sg/p/java-siluro-3-s3-road-bike-shimano-tiagra-groupset-1240619897/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=-SG-OUHu5bFS2HW0&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1720
226,15 likes,6 images,Trek Domane SL5 2022 Satin Black Road Gravel Bike,"3,700",Like new,Meetup,1 week ago,Road Bikes,Posted,Used once or twice. As good as new.,"Beautiful black and gold colour theme. interesting bike with a downtube compartment for you to store your spares. Enough clearance for 38C Gravel tires. Condition is as good as new. 

accessories can be included if price is right :)

Retails: 4700 
Size: 50
RFS: upgrade

",N,NA,NA,Y,Dover MRT Station (EW22),1.31127878,103.77881984,ahha2020,Joined 5 years ago,Very Responsive,Verified,NA,NA,NA,5.0,19,https://www.carousell.sg/p/trek-domane-sl5-2022-satin-black-road-gravel-bike-1242270730/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=GQOrMrQJQ-YAUHog&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1084
227,Like,1 image,Volcker Slate Ex,"1,100",Like new,Meetup,2 weeks ago,Road Bikes,Posted,Used once or twice. As good as new.,"bought from minimotors
- Shimano 105 groupset
- Carbon handlebar

clocked <200km, used <5 times",N,NA,NA,Y,Bartley MRT Station (CC12),1.34244675,103.88030399,r_r_r_888,Joined 4 years ago,Not Responsive,Verified,NA,NA,NA,5.0,1,https://www.carousell.sg/p/volcker-slate-ex-1240700645/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=-SG-OUHu5bFS2HW0&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1685
228,15 likes,1 image,Polygon Helios C5 Road Bike,600,Well used,Meetup,2 weeks ago,Road Bikes,Posted,Has minor flaws or defects.,"Under utilised road bike for sale! Condition 7/10 bought at almost $1.5k! Still have a lot of life left! 

Brand: Polygon
Frame: Alloy 
Fork: Carbon
Model: Helios C5 (2016)
Gearset: shimano 105
Shifter: shimano 105 st-5800
Rear Derailer: shimano 105 rf-5800ss
Brake: shimano 105 br-5800
Wheels: shimano rs010 clincher
Tire: shwalbe lugano 700x25c
Speed: 2x11 = 22 speed
Size: Small 46cm (I’m about 1.65cm)
Wheel size: 700cc
Weight: 8kg

togoparts.com/magazine/product-reviews/polygon-helios-c5-2016/",N,NA,NA,Y,Waterfront Isle,1.33817625,103.9280303,polarxpress,Joined 8 years ago,Mostly Responsive,Verified,NA,NA,NA,4.7,36,https://www.carousell.sg/p/polygon-helios-c5-road-bike-1241826373/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=0k6r_6eLznvzAb-9&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1295
229,27 likes,3 images,S works Venge - Size 52,"11,000",Like new,Meetup,1 week ago,Road Bikes,Posted,Used once or twice. As good as new.,"Venge  - Size 52
SRAM Red
DT Swiss wheels
Sworks Mirror Power Saddle

Fully serviced 2 months back

No nego
Details will be sent to those buyers only",N,NA,NA,Y,Telok Blangah MRT Station (CC28),1.27072893,103.80999775,hellokr,Joined 4 years ago,Very Responsive,Verified,NA,NA,NA,NA,NA,https://www.carousell.sg/p/s-works-venge-size-52-1242001411/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=4jo1em8ep1pg3CLJ&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1195
230,25 likes,5 images,Wilier Triestina 00,"1,200",Well used,Meetup,3 weeks ago,Road Bikes,Posted,Has minor flaws or defects.,"Wilier Triestina - S Size

- Reynolds  carbon wheelset
- Carbon seat stay and fork
- Shimano R7000 + Campagnolo Veloce

accessories not included

welcome for viewing. s370033",N,NA,NA,Y,Blk 31 Balam Road,1.3298237,103.88598276,tj000,Joined 5 years ago,Very Responsive,Verified,NA,NA,NA,4.6,20,https://www.carousell.sg/p/wilier-triestina-00-1239386179/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=fE_PmI5gsJMfuo-b&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2101
231,2 likes,10 images,Wilier Izoard (S) w Campy Chorus group set 10. $2500 neg.,"2,500",Well used,Meetup,2 weeks ago,Road Bikes,Posted,Has minor flaws or defects.,Selling as is. See pix for details - some scratches and crank coating peeled. Size S (for riders 1.55-1.65m). Need some tlc otherwise still a very good bike and group set. Will give away the minoura vert stand. Will consider giving away wilier 707 (M size) mtb too.,N,NA,NA,Y,Canberra Drive,1.44098824,103.82824659,raisavenue,Joined 4 years ago,Very Responsive,Verified,NA,NA,NA,5.0,60,https://www.carousell.sg/p/wilier-izoard-s-w-campy-chorus-group-set-10-2500-neg-1240598434/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=-SG-OUHu5bFS2HW0&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1725
232,18 likes,2 images,Factor Ostro VAM Chrome,"10,600",Lightly used,Meetup,2 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Size 56 
Suitable for riders 178-185cm 
Used but not abused, minor scratches, no crashes
Incredible bike overall, light weight, very responsive and aero
RFS: Lost interest in cycling but not urgent to sell
Price negotiable but no lowballing please

Groupset: Ultegra Di2 12 speed, 172.5 crank, 52T(39) chainring
Carbon Wheelset: Shimano Ultegra C60
Tyres: GP5000 Cream Wall, 28mm
Seatpost: 25mm offset
Blackinc handlebar and stem: 120 stem, 40 wide
Will include black inc garmin mount and ceramic speed bb and headset

Pedals, saddle, bottle cages and accessories not included.
Bike is wrapped in transparent protective film

Regularly maintained at RS Cycles

Open to selling frame only for $6,800





tags: factor, ostro, vam, o2, sworks, specialized, merida, canyon, BMC, bianci, pinarello, dogma, 56, M, shimano, dura ace, ultegra, 105",N,NA,NA,Y,Food View (Blk 65 Telok Blangah Drive),1.27369573,103.81051754,walkin_onsunshine,Joined 7 years ago,Very Responsive,Verified,NA,NA,NA,4.9,50,https://www.carousell.sg/p/factor-ostro-vam-chrome-1241478502/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=LcSLfmyp-7__plsS&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1426
233,2 likes,4 images,Sram red AXS  cassette 10-28t,450,Like new,Meetup,19 hours ago,Road Bikes,Posted,Used once or twice. As good as new.,"Selling a hardly use Sram red AXS cassette 10-28t.

Selling as I no longer need it. 

Mileage <200km 

Price is firm.

Deal at amk at my convenience.

Thanks for viewing!",N,NA,NA,Y,Amk Ave 5 Blk 521 #**-**,1.37292199,103.85167242,wilsontri,Joined 8 years ago,Very Responsive,Verified,NA,NA,NA,5.0,60,https://www.carousell.sg/p/sram-red-axs-cassette-10-28t-1244394581/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=Rcv-b6pDaCver96S&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=78
234,5 likes,10 images,Bicycle,370,Like new,Meetup,3 weeks ago,Road Bikes,Posted,Used once or twice. As good as new.,"Bicycle with accessories - Helmet, back and front light, lock, waterbottle holder.",N,NA,NA,Y,St Michael's RdBeacon Heights,1.325546,103.864314,madhursomani,Joined 6 years ago,NA,Verified,NA,NA,NA,NA,NA,https://www.carousell.sg/p/bicycle-1239432331/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=fE_PmI5gsJMfuo-b&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2079
235,15 likes,4 images,Roval CLX 50 (disc) wheelset (front + rear),"1,799",Well used,Meetup,1 month ago,Road Bikes,Posted,Has minor flaws or defects.,"
•Some room to negotiate (sale only, no trade)
• Reason for sale: Changing wheelset
• Some scuff marks on the front/rear
• Upgraded with DT Swiss 240 54-tooth ratchet 
• Weight = 1,415g

REAR
Rim Material: Carbon
Braking Surface: Disc brake only
Rim Depth: 50mm
Rim Width: 20.7mm internal, 29.4mm external
Spoke Pattern: One-cross/Two-cross (2:1)
Spoke Count: 24
Spoke Type: DT Swiss Aerolite T-head
Nipple Type: DT Swiss Pro Lock hexagonal
Rear Hub: Roval AFD2, Centerlock, CeramicSpeed bearings, DT Swiss 240 internals, 11-speed, quick-release or 142x12mm thru-axle end cap
Assembly Method: Hand-built
Extras: Roval padded wheelbag, Roval steel quick-release, Roval tubeless plugs and tubeless valve,142x12mm thru-axle & quick-release end caps
Weight: 770g


FRONT
Rim Material: Carbon
Braking Surface: Disc brake only
Rim Depth: 50mm
Rim Width: 20.7mm internal, 29.4mm external
Spoke Pattern: Two-cross/Radial (2:1)
Spoke Count: 21
Spoke Type: DT Swiss Aerolite T-head
Nipple Type: DT Swiss Pro Lock hexagonal
Front Hub: Roval AFD1, Centerlock, CeramicSpeed bearings, quick-release or 12mm thru-axle end cap
Assembly Method: Hand-built
Extras: Roval padded wheelbag, Roval steel quick-release, Roval tubeless plugs and tubeless valve,12mm thru-axle & quick-release end caps
Weight: 645g
",N,NA,NA,Y,Lorong Chuan,1.35456101,103.86596918,hcra_62,Joined 9 years ago,Very Responsive,Verified,NA,NA,NA,5.0,5,https://www.carousell.sg/p/roval-clx-50-disc-wheelset-front-rear-1237912128/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=EO-DMEZWhyGo9GoT&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2599
236,3 likes,6 images,[RIS] Cervelo Soloist Gold Dust Size 48 Full Internal Routing,"8,880",Brand new,Meetup,3 days ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"We are Cervelo's official Singapore dealer, all purchase enjoy fuss free official warranty.

Our store is conveniently located inside Queensway Shopping Centre
Bicycle friendly mall, you are welcomed to push your bikes in!
❤    Address:
#01-09, 1 Queensway
Queensway Shopping Centre
S149053
❤    Operating Hours:
Tuesday - Sunday
12pm - 9pm
Closed on Mondays & Public Holidays

Cervelo Soloist Size 48 Gold Dust
Shimano 105 R7170 12s Di2
MT800 Rotors
Zipp 303s Wheelset
Vittoria Corsa N.EXT TLR 28c
Farsports F1s Integrated Aero Handlebar
Repente Quasar 2.0 Saddle
Burgh Bartape
Complete bike weighs 7.38kg",N,NA,NA,Y,Ride In Style,1.287524,103.803043,rideinstyle.sg,Joined 7 years ago,Very Responsive,Verified,NA,NA,NA,5.0,266,https://www.carousell.sg/p/ris-cervelo-soloist-gold-dust-size-48-full-internal-routing-1243798370/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=CvJepVtJ5-n6lyez&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=414
237,2 likes,2 images,Fox spring 425x2.75,50,Lightly used,Meetup,17 hours ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","fox spring 
425x2.75",N,NA,NA,Y,202 Yishun Street 21,1.43103402,103.83708292,pehbeeleng,Joined 5 years ago,Mostly Responsive,Verified,NA,NA,NA,5.0,10,https://www.carousell.sg/p/fox-spring-425x2-75-1244420824/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=Rcv-b6pDaCver96S&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=94
238,53 likes,10 images,[Nego till Let Go] Full Carbon Road Bike Ready To Ride!,"1,600 1,800",Like new,Meetup,2 months ago,Road Bikes,Posted,Used once or twice. As good as new.,"Like new Gusto RCR 2.2 (Gusto is a Taiwanese brand), recently rebuilt on March 2023. Happy to nego until let go with serious buyer.

Full Carbon Road Bike (frame, fork, seatpost, handle bar, stem, wheel)
Top tube 51cm, suitable for 168cm to 175cm (rider's height 171cm, inseam 81cm)
Full SRAM APEX 10 speed rim brake groupset, cassette 11-32t, chainring 50/34, crank 170mm
Campagnolo BORA WTO 45mm OEM Carbon Wheel
Continental GP5000 Transparent 25mm Clincher
Ciclovation Bar Tape
EC90 Carbon Stem 110mm
Comfortable short nose saddle 155mm width w Carbon rail
Bike computer mount and Van Rysel pedal included
Semi internal routing, looks nice, easy to maintain and service
Full bike include pedal = 7.65kg",N,NA,NA,Y,Toh Guan Food & Drinks Centre,1.3403105,103.74667531,cckhaw,Joined 8 years ago,Very Responsive,Verified,NA,NA,NA,5.0,18,https://www.carousell.sg/p/nego-till-let-go-full-carbon-road-bike-ready-to-ride-1228394317/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=mHKXp9ZD-f3OwFol&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2059
239,12 likes,10 images,Sarto Seta Plus/ Campagnolo EPS 12 Speed,"7,788",Lightly used,Meetup,1 month ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","SARTO SETA PLUS/ CAMPAGNOLO EPS 12 SPEED 2021 DECEMBER. 

Fatto a mano in Veneto – being hand made in Veneto, the bike is every Italophile’s dream. And it delivers in terms of performance too!

Is a very GORGEOUS bike! 
A bike not to be miss, it will bring  your bike collection to the NEXT LEVEL!

In Superb Condition! 
Standard geometry set up. 
Size 56, FYI I am 183cm tall. 

**SPECIALLY CUSTOME PAINT COLOUR IN BRITISH RACING GREEN AND STERLING SLIVER BY SARTO FACTORY ITALY. 

**Gorgeous Italian hand build  bike complete with Italian top tier Campagnolo Super Record EPS 12 Speed complete groupset. 

**DT Swiss 240 Hub, Accent Polaris 42mm profile wheel, tyre 32mm Continental 5000 STR tubeless set up, tyre replace recently 23rd May 2023 at KH Cycle. ( Comfortable set up especially when you are on a long distance ride.) 

**Newly replace Campagnolo EPS complete set battery and wire for pace of mind. (Replace at KH Cycle 23rd May 2023 Authorised distributor for Campagnolo) 

**Authentic Carbonworks computer mount, no need further intro, you know the price of this. 

**Deda Bar tape replace on 23rd May 2023 at KH Cycles.

**Specialized power mirror saddle and 2 seatposts -one with 0 setback from Sarto factory . 

Condition 9.8 /10 
Seeing is believing. My lost your gain! 

I am the 2nd owner, with all the new item I replaced recently , it will  definitely cost much more than my selling price and price I brought it from the previous owner

Not in a rush to sell, is my N+1 bike.
Brand new cost $17k ( ***does not come with power mirror saddle  , selling at a very good price to avoid low ballers. )

Low baller please stay away, don't waste each other time. Thanks! 

RFS: working towards TT bike .

Sale as is it condition. 
Sale of bike only, lights, bike comp and pedals not included .",N,NA,NA,Y,Bedok Reservoir Park Connector,1.33688149,103.92837731,joehocl,Joined 2 years ago,Very Responsive,Verified,NA,NA,NA,5.0,19,https://www.carousell.sg/p/sarto-seta-plus-campagnolo-eps-12-speed-1238580217/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=PkeVFY9vEcrIDG9U&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2344
240,Like,6 images,Value for money road bike,650,Brand new,Meetup,Yesterday,Road Bikes,Posted,Never used. May come with original packaging or tag.,"Carbon saddles
Sensah groupset Empire 11 speed
Mavic Cosmic 40mm
Litepro edge crank
Giant 700 X 25 RS3

self collect at tampines or delivery",N,NA,NA,Y,Starbucks,1.29043039,103.85002613,lex24,Joined 8 years ago,Very Responsive,Verified,NA,NA,NA,5.0,21,https://www.carousell.sg/p/value-for-money-road-bike-1244211391/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=3cdheF8_k1Jf2N-O&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=187
242,30 likes,6 images,LOOK 566 Full Carbon Road Bike,"1,299",Well used,Meetup,1 month ago,Road Bikes,Posted,Has minor flaws or defects.,LOOK full carbon road bike size 55. FSA stem/bar/post/chainwheel. Full set Shimano Ultegra 2x11 speed. Shimano hubs and rims. Velo racing saddle. Carbon bottle cage. LOOK pedals. Continental tires. Carbon frameset made in France.,N,NA,NA,Y,King Albert Park MRT Station (DT6)Bukit Timah Plaza,1.33600235,103.78308089,andrelly7,Joined 3 years ago,Very Responsive,Verified,NA,NA,NA,5.0,2,https://www.carousell.sg/p/look-566-full-carbon-road-bike-1238462992/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=7BjN4cUt6cUbP5J4&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2396
243,6 likes,10 images,Ridley Supercross size 56,"1,300",Lightly used,Meetup,2 weeks ago,Road Bikes,Bumped,"Used with care. Flaws, if any, are barely noticeable.","Still in great condition (like new)
Hybrid Road bike
View to test ride
Negotiable",N,NA,NA,Y,Tampines Street 11,1.345498,103.94814,apilin75,Joined 8 years ago,Mostly Responsive,Verified,NA,NA,NA,5.0,17,https://www.carousell.sg/p/ridley-supercross-size-56-1239046933/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=xtwi_9JPhWIBh-TS&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1357
244,18 likes,9 images,Like New Trek Domane AL 4,"1,800",Like new,Meetup,3 weeks ago,Road Bikes,Posted,Used once or twice. As good as new.,"Bought 12 months ago from Treknology - one 50km cycle and that’s it!!! Stored carefully - as new. Will include new helmet, shoes and trek shirt. 

Saving $600 on the retail from the bike, with $400 worth of kit, so please no low ball offers. 

Size 54 (I’m 175cm and 73kg) 
Clips 
Bontrager Helmet
Shoes are US 9
Shirt is a M/L 
Have a bib too that I can throw in. ",N,NA,NA,Y,Hillcrest Villa Swimming Pool,1.32676595,103.80606916,jazzyjjeff,Joined 2 years ago,Very Responsive,Verified,NA,NA,NA,5.0,2,https://www.carousell.sg/p/like-new-trek-domane-al-4-1239394220/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=fE_PmI5gsJMfuo-b&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2093
245,25 likes,7 images,Sworks Venge Sagan Edition,"7,500 8,000",Lightly used,Mailing · Meetup,3 days ago,Road Bikes,Bumped,"Used with care. Flaws, if any, are barely noticeable.","Fullbike Size 52
- Frameset with Sworks Hover Aerofly Handlebar 420mm
- Ceramic Speed BB
- Sworks Romin Saddle (Sagan Edition)
- Wheelset Roval CLX64 (Sagan Edition)
- Sram Rival Axs Groupset (used 2 times)

",Y,Custom courier Free,2 working day(s),Y,Grand Park Orchard Hotel,3.635645,98.704002,pheliany,Joined 3 years ago,Very Responsive,Verified,NA,NA,NA,5.0,1,https://www.carousell.sg/p/sworks-venge-sagan-edition-1232645553/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=fjjuUJ3Ytehubd9V&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=367
246,36 likes,1 image,GIANT PROPEL ADVANCED PRO 2017 ROAD BIKE WITH SHIMANO 105 R7000 GROUPSET AND N84 CARBON WHEELSET,"1,888",Like new,Mailing,4 weeks ago,Road Bikes,Posted,Used once or twice. As good as new.,"GIANT PROPEL ADVANCED PRO 2017 ROAD BIKE WITH SHIMANO 105 R7000 GROUPSET AND N84 CARBON WHEELSET

Shimano R7000 (2 x 11 Speed) 105 Groupset
Shimano Ultegra 53-36t Crank 
ECCRACE N84 Carbon wheelset with Continental Ultra Sport Tires
Giant Contact Stem 
Fizik Antares Saddle

Size S

Price $1888

Welcome viewing. Make an Appointment with us now!
Drop by and Save time on texting👍🏼

Contact us @Cycle21adminQ @Cycle21adminJin

Whatsapp us at 
Wa.link/zoc47x

Join the channel for more bicycle
@cycle21exclusive",Y,Standard delivery Free,3 - 4 working days,N,NA,,,cycle21,Joined 4 years ago,Very Responsive,Verified,NA,NA,NA,4.9,30,https://www.carousell.sg/p/giant-propel-advanced-pro-2017-road-bike-with-shimano-105-r7000-groupset-and-n84-carbon-wheelset-1238934125/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=XOcjX40NGTj-vB1y&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2233
247,Like,8 images,Polygon Helios 500 road bike 54cm,395,Lightly used,Meetup,4 hours ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","105 group set 10x2 speed gears 
700c shimano wheelset with new tyres 
Frame size 54 cm 
Aluminium frame & carbon fiber fork 
Light weight unit ",N,NA,NA,Y,Woodlands Vista,1.43122807,103.79231036,streetfighter54,Joined 2 years ago,Very Responsive,Verified,NA,NA,NA,5.0,24,https://www.carousell.sg/p/polygon-helios-500-road-bike-54cm-1244488174/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=ElMkqX77IdxwzyTn&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=11
248,Like,5 images,WIGGINS Rouen Junior 26inch Road bike,600,Like new,Meetup,1 week ago,Road Bikes,Posted,Used once or twice. As good as new.,"less than 10 rides old

with cyclo-cross tires (26 x1.3 knobby)
36cm road handlebar
Shimano Claris drivetrain
suits 9-12 years old 138cm  - 159cm",N,NA,NA,Y,Thomson Neighbourhood Police Post,1.35514021,103.8376987,usernamedl,Joined 9 years ago,Very Responsive,Verified,NA,NA,NA,5.0,158,https://www.carousell.sg/p/wiggins-rouen-junior-26inch-road-bike-1241988763/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=4jo1em8ep1pg3CLJ&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1202
249,4 likes,8 images,Trek Emonda 56cm - carbon frame,"1,600",Well used,Meetup,3 weeks ago,Road Bikes,Posted,Has minor flaws or defects.,"Trek emonda sl.
OCLV carbon 300 series.
Shimano 105 group set.
R460 DT Swiss wheels.
Montrose bontrager seat.

Great condition, superb bike for someone looking to upgrade to a carbon bike or get into more road cycling.
Used as secondary to TT bike during ironman training and no longer need.
Over S$4k when bought a few years ago.
",N,NA,NA,Y,Tiong Poh Road,1.2831259,103.83339643,geordib1,Joined 3 years ago,Mostly Responsive,Verified,NA,NA,NA,5.0,13,https://www.carousell.sg/p/trek-emonda-56cm-carbon-frame-1240094077/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=6tLs0oWl9wP6QH7C&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1901
251,4 likes,6 images,Colnago Arte 2.0,"1,200",Lightly used,Meetup,23 hours ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Well taken care of bicycle 

Group set is campagnolo Athena 11 speed 
With integrated bars 

Bike size is 52cm 

Condition is 9/10 minor scratches 

Bike is in full working condition recently serviced on 14 July 2023 did a full service

If you have any enquiries do pm me thanks ☺️👍

Meet up at 63 Kallang Bahru 330063 thnks",N,NA,NA,Y,Blk 63 Kallang Bahru,1.32118601,103.86869592,saffron_panda,Joined 6 years ago,Very Responsive,Verified,NA,NA,NA,4.7,126,https://www.carousell.sg/p/colnago-arte-2-0-1244356572/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=Rcv-b6pDaCver96S&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=103
