,no_of_likes,no_of_images,title,listing_price,item_condition,deal_method,post_date,category_type,post_type,condition_subtext,listing_description,mailing_option,delivery_options,mail_speed,meetup_option,meetup_location,deal_location_lat,deal_location_lon,seller_id,seller_join_date,seller_response,seller_verif,verified_by_email,verified_by_facebook,verified_by_mobile,seller_stars_rating,reviews_of_seller,url
242,24 likes,6 images,Polygon Helios 780 Carbon road bike,550,Lightly used,Meetup,3 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","10sp carbon road bike, Shimano Ultegra, leather seat ( a bit used), 
wheels with flat spokes and frame are almost new. no accident, f
rame sz 52cm.
soul cranks length  172.5
front chainring aerozine 53t, rear cassette Ultegra 12-25
Ultegra chain - practically new. 
Ultegra brakes and front deteleur. 
Ultegra shifters, 
Dura ace rear deteleur RD-`7700
42cm dropbar. catye rear light + light on dropbar ends, almost new panaracer tires.
Weight is ~8.5kg 
Low ballers will be ignored.",N,NA,NA,Y,Tiong Bahru Bakery,1.313321,103.927401,pro.samuraev,Joined 8 years ago,Mostly Responsive,Verified,NA,NA,NA,5.0,48,https://www.carousell.sg/p/polygon-helios-780-carbon-road-bike-1239407912/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=fE_PmI5gsJMfuo-b&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2087
243,7 likes,3 images,"Aleoca 20"" Kids Bicycle selling $45",45,Lightly used,Meetup,2 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.",Price negotiable as long is keen buyer. Self collect near Serangoon North area. watsapp 96369899 to enquiry more,N,NA,NA,Y,B 551 Serangoon North Ave 3self collect around Serangoon North area,1.37185547,103.87094484,jim5448,Joined 1 year ago,Very Responsive,Verified,NA,NA,NA,NA,NA,https://www.carousell.sg/p/aleoca-20-kids-bicycle-selling-45-1240770778/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=UjKEfDhZ58Wtk_79&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1661
244,1 like,2 images,L'ETAPE JOHOR 2023 Cycling Jersey,50,Brand new,Mailing,1 week ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"L'ETAPE JOHOR Cycling Jersey
Brand New
Size L",Y,Express delivery S$5,1 - 2 working days,N,NA,,,ramdonsellerramdonbuyer,Joined 8 years ago,Very Responsive,Verified,NA,NA,NA,5.0,10,https://www.carousell.sg/p/l-etape-johor-2023-cycling-jersey-1242072045/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=v5SEjoaN_oIrtwgW&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1156
245,Like,1 image,"NEW MODEL WITH RECHARGABLE LIGHTS REFLECTORS Helmet Bicycle accessories with   food 26"" 24"" seat kid 16"" baby Put seat 29 children rack adult thermal WHATSAPP 89501850",25,Brand new,Mailing,1 week ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"🤙For fast reply, please whatsapp 8950 1850 for purchase.

✅ Shopee, Search for """"singaporesales"""" 
✅ Official Website:   www.dashlab.sg


Self collection /  Delivery +$5
For urgent SAME DAY DELIVERY +$20
✅ For Paylah/Paynow to 8950 1850 (Wen) 



Black $25
Colorful $30 (Comes with Back lights)


You can also visit 
➡️ www.dashlab.sg for purchase or more products.

We also sell bicycle accessories package: phone holder, lock, bottle holder, led light, bell, pump, frame bag.

FOR FOOD DELIVERY:
Can also add Rear Rack / Metal Rack Behind

CAN ALSO ADD
Front child seat & Back child seat



GO TO WEBSITE FOR MORE ACCESSORIES PHOTOS:
dashlab.sg/collections/accessories-child-seat",Y,Standard delivery S$30,3 - 4 working days,N,NA,,,littlekay.sg,Joined 2 years ago,Not Responsive,Verified,NA,NA,NA,5.0,3,https://www.carousell.sg/p/new-model-with-rechargable-lights-reflectors-helmet-bicycle-accessories-with-food-26-24-seat-kid-16-baby-put-seat-29-children-rack-adult-thermal-whatsapp-89501850-1241955668/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=FJT3StX2wQq4rthn&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1254
246,2 likes,1 image,Antares R3,299,Brand new,Meetup,1 week ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,NA,N,NA,NA,Y,Siglap Centre,1.31250679,103.92344483,s.loy,Joined 8 years ago,Very Responsive,Verified,NA,NA,NA,5.0,6,https://www.carousell.sg/p/antares-r3-1242641577/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=UNpGZJMAJ9uBxUgK&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=954
247,2 likes,10 images,"Giant TCR advanced pro 1 - just serviced, good as new","3,099",Like new,Meetup,1 week ago,Road Bikes,Posted,Used once or twice. As good as new.,"Giant TCR advanced pro 1
Mainly stock with SLR1 carbon wheel set 
Size S - I’m 172 cm. 
Just did a complete servicing, bike taken apart and cleaned. See receipt. 
Brand new KMC chain
Brand new handlebar tape 
Rear wheel has inner tube, front wheel still tubeless. Will pass you the tubeless valve stem.

It’s a great bike and extremely underused with low mileage. I’m the only owner of the bike, got it brand new. No time to cycle, no space to keep the bike since a new kid came. Essentially as good as new with this complete overhaul of the bike. Minor cosmetic dings from usual use. 

Feel free to PM for more pics and details. Take over the bike and have a blast!",N,NA,NA,Y,Carabelle @ West Coast,1.31776132,103.75615544,amosths,Joined 10 years ago,Very Responsive,Verified,NA,NA,NA,5.0,29,https://www.carousell.sg/p/giant-tcr-advanced-pro-1-just-serviced-good-as-new-1242062625/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=v5SEjoaN_oIrtwgW&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1162
248,18 likes,3 images,Trek FX3,899,Like new,Meetup,3 weeks ago,Road Bikes,Posted,Used once or twice. As good as new.,"- Price Negotiable
- Used only twice
- Hybrid bike
- Comes with bike lock and pump for free
- Features are a lightweight aluminium frame, a carbon fork, a 1x drivetrain and powerful disc brakes that stop in any weather. 
",N,NA,NA,Y,Caldecott MRT Interchange (CC17/TE9),1.33744003,103.83956673,inferrno,Joined 2 years ago,Very Responsive,Verified,NA,NA,NA,4.6,9,https://www.carousell.sg/p/trek-fx3-1239361659/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=fE_PmI5gsJMfuo-b&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2108
249,13 likes,4 images,S Works Rd 6 Specialized Roadbike Cleated Shoe,240 280,Brand new,Meetup,4 weeks ago,Road Bikes,Bumped,Never used. May come with original packaging or tag.,"S Works Rd 6 Specialized Roadbike Cleated Shoe

Without box, dust bag and receipt",N,NA,NA,Y,Parkland Residences,1.37576497,103.9000225,quinox,Joined 3 years ago,Not Responsive,Verified,NA,NA,NA,5.0,72,https://www.carousell.sg/p/s-works-rd-6-specialized-roadbike-cleated-shoe-1227905480/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=XOcjX40NGTj-vB1y&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2234
250,12 likes,1 image,Bicycle ❌nego,80,Well used,Meetup,3 weeks ago,Road Bikes,Posted,Has minor flaws or defects.,"‼️frame & crank & front
 derailleur only ‼️

bottle Cage not included

❌ delivery
collect my location",N,NA,NA,Y,Redhill MRT Station (EW18),1.28972361,103.81690817,problackshot03,Joined 5 years ago,Very Responsive,Verified,NA,NA,NA,5.0,13,https://www.carousell.sg/p/bicycle-❌nego-1239524159/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=mHKXp9ZD-f3OwFol&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2060
251,32 likes,1 image,Java Suprema,650,Well used,Meetup,2 weeks ago,Road Bikes,Posted,Has minor flaws or defects.,"Hello intrested buyers 😃😃😃😃

Specs : 
Shimano 105
Full carbon road bicycle 
Aero road bike 
pm for more info 

As this is well used there are some defects :
for example 
minor scratches 
first gear of back wheel is not working 
(prob able to fix when brought to a workshop)  hence I am selling this bicycle at a cheaper price tag (able to nego) :)

Do feel free to ask for a demo ride session to test out the bicycle 

Selling this as I am not longer intrested in 
Road cycling as I have too much commitments with other things and lost interest . 😅

pls do feel free to pm me for any info 😃.
Thank you !!!!",N,NA,NA,Y,Queenstown MRT Station (EW19)Tiong Bahru MRT Station (EW17)See 1+ locations,1.29440706,103.80614028,potato2583,Joined 4 years ago,Very Responsive,Verified,NA,NA,NA,5.0,11,https://www.carousell.sg/p/java-suprema-1240786293/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=UjKEfDhZ58Wtk_79&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1655
252,15 likes,3 images,2023 Canyon Ultimate CFR Full Bike,"11,888",Lightly used,Meetup,3 weeks ago,Road Bikes,Bumped,"Used with care. Flaws, if any, are barely noticeable.","Top of the line Canyon Ultimate CFR 
7 months old direct from Canyon 
1st owner with Invoice to proof
6.65kg Full bike with pedal & cage
Full internal cabling 

Component: 
Sram Red AXS Power Meter 165 10-33 
Wheelset: 
DT Swiss PRC 1100 dt 180 Limited edition 25y model (1283g)
Saddle:
Fizik antares versus evo adaptive

Size XS (1.66-1.72) I am 1.73 perfect fit

Servicing just done on 20th June 2023 with brand new headset and bling bling bartape

Selling $11888 complete bike
New bike cost $14000

Computer, pedal & cages not included in this sale

No crashed but some light scratches as it used for a few months. Bike is only ridden on weekends & PH. Welcome to view and discuss.

Viewing Chai Chee Ave at my convenience.",N,NA,NA,Y,NTUC FairPrice,1.32428233,103.92386164,crazyforbikes,Joined 8 years ago,Very Responsive,Verified,NA,NA,NA,5.0,234,https://www.carousell.sg/p/2023-canyon-ultimate-cfr-full-bike-1234248053/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=BOW7RK1_OHkCvLyI&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1828
253,18 likes,6 images,Merida Ride 100 Road Bike - Size XS,550,Lightly used,Meetup,1 week ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Selling Merida Ride 100 Road Bike - Size XS. Shimano Claris Shifters and Front Derailleur, Shimano Sora Rear Derailleur, FSA Tempo Crankset. 16 speed.
Used for occasional weekend cycling around Singapore. Bike is in good condition and needs a new owner since we will be leaving Singapore. Open to negotiate the price, so please come take a look!",N,NA,NA,Y,Zhongshan Park | 中山公园 (Zhongshan Park),1.32714562,103.84682894,afung,Joined 4 years ago,Very Responsive,Verified,NA,NA,NA,4.9,11,https://www.carousell.sg/p/merida-ride-100-road-bike-size-xs-1242941422/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=PYa5rEUXrw89eeyL&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=849
254,22 likes,5 images,java fuoco size 54 wts/wtt,"1,488",Like new,Mailing,3 months ago,Road Bikes,Posted,Used once or twice. As good as new.,"brought it one month ago, ride for 20+km only 
rfs: I got leg injury cannot ride for long distance anymore so want to sell or trade with Brompton/anything(ask first).
meet up to deal, can deliver to you once confirmed",Y,Custom courier Free,1 working day(s),N,NA,,,eezerong,Joined 2 years ago,Very Responsive,Verified,NA,NA,NA,4.7,19,https://www.carousell.sg/p/java-fuoco-size-54-wts-wtt-1228102566/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=kvvAdmVCNyg10WcJ&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2156
255,51 likes,1 image,Pinarello Prince 2020 Disk ultegra di2,"6,800",Lightly used,Meetup,2 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Pinarello Prince Disk Year 2020
From Cycleworx (with receipt as proof)
Size 44.0
Note: seat post colour is specially created by Cycleworx. Standard seat post is black.

Shimano Ultegra Di2 11 speed
Chainring upgraded to Black Diamond Oval 52T (Original Ultegra chainring available)

Upgraded ceramic pulleys

Pedals: Shimano Ultegra

New cassette (less than 100km)
New DuraAce chain (less than 100km)
- both replaced same time

Stem: 110mm (Original 90mm available)

Wheels: Fulcrum Wind 550DB (55mm) comes with Continental GP5000 25mm

Comes with extras:
Dropbar 
Stem 90mm
Original pulleys
Most Garmin mount with light mounting",N,NA,NA,Y,Bus Stop 81029 (aft Geylang Lor 28),1.31360366,103.88493532,piglet2221,Joined 7 years ago,Very Responsive,Verified,NA,NA,NA,5.0,2,https://www.carousell.sg/p/pinarello-prince-2020-disk-ultegra-di2-1241212369/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=gMRLCAAd4x5OVnEu&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1543
258,33 likes,7 images,Road race bike - Cannondale Caad12 - Size 58,"1,500",Lightly used,Meetup,22 hours ago,Road Bikes,Bumped,"Used with care. Flaws, if any, are barely noticeable.","Selling my Cannondale CAAD12 road bike as I have changed to mountainbiking. 

This is one of the best aluminium frames you can find. It is a lightweight at only 8.5 kg. It is fitted with Shimano 105 and all original features. The bike has just had a check by a bike shop and is fully ready to ride; no repairs or cleaning needed.  

Bike sale includes pedals and 1 bottle holder. 

Size: 58 (L / XL)
Suitable for: 180-190 cm
Full Carbon front forks
Internal cable routing
Mavic Aksium 700C 
2 x 11 drivetrain (good for flat &  mountainous terrains) ",N,NA,NA,Y,Spottiswoode Residences,1.27541992,103.83609268,coenottevanger,Joined 2 years ago,Very Responsive,Verified,NA,NA,NA,5.0,1,https://www.carousell.sg/p/road-race-bike-cannondale-caad12-size-58-1238121173/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=Rcv-b6pDaCver96S&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=105
259,5 likes,1 image,"7 Speed 22 Inch Mini Velo Black Suspension Lightweight Bicycle 22"" Road bike Hybrid bike 52T 20” adult mesh kid food delivery front baby child 29 27.5 seat bag seat thermal children WHATSAPP 89501850",210,Brand new,Mailing,4 weeks ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"BRAND NEW IN BOX!! LIMITED STOCKS!!!! 
Self assembly, Toolkit provided

FREE DELIVERY 1-5 Days
SAME DAY DELIVERY +$30

For fast reply, please whatsapp 8950 1850 for purchase.

✅ Shopee, Search for """"singaporesales"""" 
✅ Official Website:   www.dashlab.sg
We accept Caroupay | ShopeePay | Paylah! | Paynow | ShopPay | GooglePay | ApplePay | CreditCard  
✅ For Paylah/Paynow to 8950 1850 (Wen) 




➡️ 22"""" Wheel 
➡️ Mechanical Front & Rear Disk Brake System
➡️ Fast Clip Seat
➡️ Ultralight Body Frame


You can also visit 
➡️  www.dashlab.sg for purchase or more products.

We also sell bicycle accessories package: phone holder, lock, bottle holder, led light, bell, pump, frame bag.

FOR FOOD DELIVERY:
Can also add Rear Rack / Metal Rack Behind

CAN ALSO ADD
Front child seat & Back child seat

GO TO WEBSITE FOR MORE ACCESSORIES PHOTOS:
 dashlab.sg/collections/accessories-child-seat",Y,Standard delivery S$30,3 - 4 working days,N,NA,,,lin-shop,Joined 2 years ago,Not Responsive,Verified,NA,NA,NA,4.6,9,https://www.carousell.sg/p/7-speed-22-inch-mini-velo-black-suspension-lightweight-bicycle-22-road-bike-hybrid-bike-52t-20”-adult-mesh-kid-food-delivery-front-baby-child-29-27-5-seat-bag-seat-thermal-children-whatsapp-89501850-1238821108/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=7BjN4cUt6cUbP5J4&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2364
260,25 likes,9 images,Scott CR1 Team Carbon Road Bike,800,Well used,Meetup,4 weeks ago,Road Bikes,Posted,Has minor flaws or defects.,"Selling as no longer in use. Requires heavy restoration works. 

Pm for more photos ",N,NA,NA,Y,Katong Shopping Centre,1.30372002,103.9009881,theshen,Joined 8 years ago,Mostly Responsive,Verified,NA,NA,NA,5.0,19,https://www.carousell.sg/p/scott-cr1-team-carbon-road-bike-1239164928/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=kvvAdmVCNyg10WcJ&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2171
261,2 likes,2 images,"Well used - 7 Speed Shimano Gear Set - 26"""" Wheel Size - 18"""" Frame  - High Carbon Steel - Weight Around 11kg - Dual Disc Brakes",100,Lightly used,Meetup,5 days ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Used bike, in functional condition. 7/10
Selling away cause girlfriend too heavy to carry on my bike already.
My knees cui already, worse than taking arrow to the knee.
End up by electric bike and PMD.
Dusty like my brain cells.
Thanks.",N,NA,NA,Y,Blk 147 Serangoon North Ave 1,1.36848681,103.87265841,dogepetsandrandomstuff,Joined 8 years ago,Very Responsive,Verified,NA,NA,NA,5.0,2,https://www.carousell.sg/p/well-used-7-speed-shimano-gear-set-26-wheel-size-18-frame-high-carbon-steel-weight-around-11kg-dual-disc-brakes-1243439024/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=AQAt4pfd0qkK4rV9&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=561
262,5 likes,1 image,Ridley,"4,600",Like new,Meetup,2 weeks ago,Road Bikes,Posted,Used once or twice. As good as new.,"8170+hyper, height165-175cm",N,NA,NA,Y,Yew Tee,1.39619836,103.74818802,zql284070103235,Joined 9 months ago,Very Responsive,Verified,NA,NA,NA,NA,NA,https://www.carousell.sg/p/ridley-1241347030/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=hVU9bxzo7O6aHURa&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1464
263,69 likes,7 images,Colnago A1R road bike,"1,250",Lightly used,Meetup,2 months ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Aluminium frame. Size 40. 
Shimano 105 groupset
Used by wife on indoor trainer. Very good condition.
Saddle will be the selle Italian saddle shown in the last photo.",N,NA,NA,Y,Bedok,1.2920775,103.8498142,carnado,Joined 9 years ago,Very Responsive,Verified,NA,NA,NA,5.0,186,https://www.carousell.sg/p/colnago-a1r-road-bike-1233074575/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=AKenagH3WyunJ-Yr&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=139
264,Like,1 image,"20"" Foldies 20 inch folding bike foldable bike mountain bike foldable 6 Speed adult Children child seat inch rack 27.5 kid 26 20 seat thermal front food delivery 29 children WHATSAPP 89501850",190,Brand new,Mailing,4 weeks ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"BRAND NEW IN BOX!! LIMITED STOCKS!!!! 
Self assembly, Toolkit provided

FREE DELIVERY 1-5 Days
SAME DAY DELIVERY +$30

For fast reply, please whatsapp 8950 1850 for purchase.

✅ Shopee, Search for """"singaporesales"""" 
✅ Official Website:   www.dashlab.sg
We accept Caroupay | ShopeePay | Paylah! | Paynow | ShopPay | GooglePay | ApplePay | CreditCard  
✅ For Paylah/Paynow to 8950 1850 (Wen) 



6 Speed $190

20"""" Wheel size
Weight: approximately 10kg
Suitable for height 135-175cm


Other information:
√ Can bring to the MRT, Public transport
√ Can keep nicely in Your Car boot
√ Ergonomically-designed Adjustable seat post
√ High quality tires   
√ Electrostatic Spray painted (Water & Dust Proof coated)
√ Able to carry up to 120kg


You can also visit
➡️ www.dashlab.sg for purchase or more products. 

You can also visit 
➡️  www.dashlab.sg for purchase or more products.

We also sell bicycle accessories package: phone holder, lock, bottle holder, led light, bell, pump, frame bag.

FOR FOOD DELIVERY:
Can also add Rear Rack / Metal Rack Behind

CAN ALSO ADD
Front child seat & Back child seat

GO TO WEBSITE FOR MORE ACCESSORIES PHOTOS:
 dashlab.sg/collections/accessories-child-seat",Y,Standard delivery S$30,3 - 4 working days,N,NA,,,lin-shop,Joined 2 years ago,Not Responsive,Verified,NA,NA,NA,4.6,9,https://www.carousell.sg/p/20-foldies-20-inch-folding-bike-foldable-bike-mountain-bike-foldable-6-speed-adult-children-child-seat-inch-rack-27-5-kid-26-20-seat-thermal-front-food-delivery-29-children-whatsapp-89501850-1238821400/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=7BjN4cUt6cUbP5J4&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2361
265,6 likes,3 images,Officine Mattio Lemma 2,"10,000",Well used,Meetup,4 weeks ago,Road Bikes,Posted,Has minor flaws or defects.,"Handbuilt and without the usual Officine Mattio logo across the downtube

Size 50

Note:

Comes with Full Sram Red but crank is a Sram force (with power meter)

Wheels are Campagnolo 60 WTO

Deda Alanera bar and Deda seatpost

Frame is completely scratchless.

I will get the bike fully service before handing over.",N,NA,NA,Y,Sengkang Bus Interchange,1.39173467,103.89551967,imagineerme,Joined 8 years ago,Very Responsive,Verified,NA,NA,NA,5.0,34,https://www.carousell.sg/p/officine-mattio-lemma-2-1238826208/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=rntPEaifUwt4DZ9B&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2268
266,1 like,7 images,GIANT TCR ADVANCED PRO 1 DISC (Ultegra)M size ( legit very lightly used accept for the paint chip at the fork),"4,000",Like new,Meetup,an hour ago,Road Bikes,Posted,Used once or twice. As good as new.,"Bought June 2022 , there is still about 2 years left of warranty  ( can chat more about warranty 😀) 

Used for 4 rides Oni , the chip I alr got it check no issues just a normal chip . 

M size ,2021 model 
Stem
Giant Contact SL
Seatpost
Giant Variant, composite
Saddle
Giant Fleet SL
Shimano Ultegra
Front Derailleur
Shimano Ultegra
Rear Derailleur
Shimano Ultegra
Brakes
Shimano Ultegra hydraulic
Brake Levers
Shimano Ultegra hydraulic
Cassette
Shimano Ultegra, 11x30
Chain
KMC X11SL-1
Crankset
Shimano Ultegra, 52/36 with Giant PowerPro power meter
Rims
Giant SLR-1 42 Carbon Disc WheelSystem (F:42mm, R:42mm)
Hubs
Giant SLR-1 42 Carbon Disc WheelSystem, 12mm thru-axle
Weight
≈ 7.6kg",N,NA,NA,Y,Blk 469A Admiralty Drive,1.4485929,103.813065,cadenx,Joined 3 years ago,Very Responsive,Verified,NA,NA,NA,5.0,4,https://www.carousell.sg/p/giant-tcr-advanced-pro-1-disc-ultegra-m-size-legit-very-lightly-used-accept-for-the-paint-chip-at-the-fork-1244494347/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=ElMkqX77IdxwzyTn&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=3
267,7 likes,5 images,Boardman Air Signature 9.9 Full Carbon Aero Bike,"3,800",Well used,Meetup,1 week ago,Road Bikes,Posted,Has minor flaws or defects.,"Boardman Air Signature Full Bike For Sale

Size 52 (S)

Specs:
- Campagnolo Chorus Groupset 2x11-speed - Mechanical Rim Brakes
- Rotor Q rings
-Zipp NSW 404
-Zipp Aero Handle Bar and Stem
- Continental GP5000 tyres


whatsapp 80167396 , feel free to view and test ride if interested.

Meet up Location: ",N,NA,NA,Y,Pasir Panjang MRT Station (CC26),1.27607459,103.79197289,vamos.2023,Joined 4 weeks ago,NA,Verified,NA,NA,NA,NA,NA,https://www.carousell.sg/p/boardman-air-signature-9-9-full-carbon-aero-bike-1242932175/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=PYa5rEUXrw89eeyL&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=852
268,21 likes,5 images,Pinarello FP Team with Vision Metron Carbon Clinchers and Ultegra 8000 11 speed,"2,300 2,500",Well used,Meetup,5 days ago,Road Bikes,Posted,Has minor flaws or defects.,"Pinarello FP Team Full Carbon Frame Set UCI Approved.  (Size 51/52)
Shimano Ultegra R8000 11 Speed Full Groupset
Vision Metron 55 Carbon Clinchers with Vittoria Rubino Pro tyres 
Pinarello Most Ultra Stem
Deda Zero 100 Dropbar with Supercaz Bartape (one of the bar tape holder dropped, currently replaced with black holder) does not affect performance 
Selle SMP TRK saddle

Very Good Condition 

Viewing at Punggol blk 682a edgedale plains 
",N,NA,NA,Y,Bus Stop 65371 (Blk 682A),1.403459,103.916685,lyradnuf,Joined 4 years ago,Mostly Responsive,Verified,NA,NA,NA,5.0,27,https://www.carousell.sg/p/pinarello-fp-team-with-vision-metron-carbon-clinchers-and-ultegra-8000-11-speed-1243492730/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=DWSppTaW-fp5N5yz&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=537
269,15 likes,3 images,Allez Sprint 2019 Black (Rim Brake) size 49; frame only,"1,200",Well used,Meetup,4 days ago,Road Bikes,Posted,Has minor flaws or defects.,"Specialized 2019 Allez Sprint Rim Brake

Size 49 frame only.

Shifted to disc brake.

Priced to clear. Appreciate no low balling.
Cheers!",N,NA,NA,Y,Kallang Fire Station,1.310078,103.87922,kris12345,Joined 8 years ago,Very Responsive,Verified,NA,NA,NA,5.0,8,https://www.carousell.sg/p/allez-sprint-2019-black-rim-brake-size-49-frame-only-1243740894/?t-id=A_8kmMq5W2_1690002903395&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=CvJepVtJ5-n6lyez&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=433
