,no_of_likes,no_of_images,title,listing_price,item_condition,deal_method,post_date,category_type,post_type,condition_subtext,listing_description,mailing_option,delivery_options,mail_speed,meetup_option,meetup_location,seller_id,seller_join_date,seller_response,seller_verif,verified_by_email,verified_by_facebook,verified_by_mobile,seller_stars_rating,reviews_of_seller,url
218,17 likes,4 images,Wilier Montegrappa Tiagra with MRX-30 Wheelset Full Bike For Bicycle & Cycling,"1,880",Brand new,Mailing · Meetup,4 weeks ago,Road Bikes,Bumped,Never used. May come with original packaging or tag.,"Frame : Wilier Montegrappa 
Condition : Brand New 
Frame size Available : M / L
Groupset : Shimano Tiagra 10 Speed
Wheelset:  MRX-30

--------------------------------

Online Bicycle is the leading online platform for quality cycling brands at affordable prices.

Official Store
",Y,Standard delivery S$5,3 - 4 working days,Y,"Bikemart SG Pte. Ltd.12pm - 6.30pm, Monday - Saturday",online.bicycle,Joined 9 years ago,Very Responsive,Verified,1,0,1,5.0,5k,https://www.carousell.sg/p/wilier-montegrappa-tiagra-with-mrx-30-wheelset-full-bike-for-bicycle-cycling-1192936736/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=gHzS4cEX41cYVJNL&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2005
219,29 likes,1 image,"Specialized Allez Sprint - Used, size 49.","1,400",Like new,Meetup,6 days ago,Road Bikes,Posted,Used once or twice. As good as new.,"As good as new, headset cut flush. For full photos. Pls Message.

Comes with fork, Seatpost, headset bearings.

Delivered to you.",N,NA,NA,Y,Hougang 1,xrexxxx,Joined 7 years ago,Mostly Responsive,Verified,1,1,1,5.0,38,https://www.carousell.sg/p/specialized-allez-sprint-used-size-49-1242499971/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=_0vAGoVxPYOEhKji&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=378
220,4 likes,5 images,Dual Bicycle Rack,45 55,Lightly used,Meetup,2 weeks ago,Road Bikes,Bumped,"Used with care. Flaws, if any, are barely noticeable.","Lightly used dual bicycle rack. Used to store my son’s balancer bike.

✅ Effective use of small space
✅ Remarkable durability
✅ High strength steel pipe
✅ Easy to instal
✅ Made in Korea",N,NA,NA,Y,Damai LRT Station (PE7),ccatabay,Joined 7 years ago,Very Responsive,Verified,1,0,1,5.0,27,https://www.carousell.sg/p/dual-bicycle-rack-1229112348/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=14WNXEPrZ-qxfrbd&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1382
221,3 likes,9 images,Upgraded Decathlon Btwin Ultra AF CF UCI Certified,600,Lightly used,Meetup,4 days ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","UCI Approved Endurance Frame, Size L
Full Carbon Fork with Aluminium Frame
Shimano Sora R3000 Groupset
Upgraded crankset to Shimano R7000 105
Mavic Aksium Wheelset Thru Axle
Shimano Mechanical Disc Brake
Continental GrandPrix Tyre
Decathlon Bottle Holder
Btwin Rockrider AM 900 Pedal
*Giveaway Clip type pedal, Look KEO Classic

Chain and cassette clean regularly
Done full servicing few months ago
Smooth pedaling and gear shifting
Every parts very new, no repair needed
Cycle around and PCN on weekend only
Come view and test ride until satisfied",N,NA,NA,Y,Yishun MRT Station (NS13)Boon Keng MRT Station (NE9),jayson8628,Joined 7 years ago,Very Responsive,Verified,1,1,1,5.0,84,https://www.carousell.sg/p/wtt-wts-decathlon-btwin-ultra-500-af-cf-1242933282/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=W1KEtKBmBwU-nFz6&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=188
222,6 likes,3 images,🆕FOREVER Shadow 30 Speed Hybrid Race Bike | Disc Brake MicroNew City Bicycle,399,Brand new,Meetup,1 week ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"Price Is For 1 Full Bike(FIRM)
Ready Stock & Brand New


☑️Ready Stocks, No Pre-order required. 

☑️FREE : Full Bike Assembly & Tuning

☑️FREE 3 Months of Tuning & Adjustment Limited Warranty

☑️FREE Limited Time Gifts :   Bell / Tools / Bottle Cage / Kickstand
(WORTH : $30)  *Note* Installation not provided for free gifts parts



📍Size Available :
700c (Suitable for 160-195cm Rider) 




🔸Installment Plan Available🔸
[CONTACT US FOR MORE INFO]




                🤝DEALING OPTIONS🤝

◾Self Collection  @ 9002 Tampines St 93 / Singapore 528836 (Appointment Only) 🏢

OR 

◾ 🚚Island Wide Bike Delivery🚚 @ Additional $35




Specifications :

Frame: FOREVER Shadow Aluminium Alloy

Shift Lever : MicroNew 30 Speed

Front Derailleur: MicroNew 3 Speed

Rear Derailleur: MicroNew 10 Speed

Crank : Prowheel 3 Speed Crankset

Brake : Mechanical Disc Brake

Tyre : Kenda 700*25c 



☑Follow our Telegram Channel for latest products & upcoming promotions 
t.me/bikecosg

☑Check out our Listings for more Bicycle, Parts & Accessories
",N,NA,NA,Y,9002 tampines St 93 Level 4,bikeco,Joined 9 years ago,Very Responsive,Verified,1,1,1,5.0,1k,https://www.carousell.sg/p/🆕forever-shadow-30-speed-hybrid-race-bike-disc-brake-micronew-city-bicycle-1241532888/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=gnaFD4SFE9lc7Zk8&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=875
223,7 likes,6 images,"S Works SL7 brand new bike 2023 model/ Size 56, 58","18,500",Brand new,Meetup,3 days ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"This is a brand new bike fresh from the box!

S-Works SL7 Di2 2023 model
Manufacture full set
Color: Satin Red Onyx Granite Over Black/Metallic White Silver

Selling off due to personal reason. Never opened the box. 

Got both 56 and 58 sizes for me and my brother but decided to sell. ",N,NA,NA,Y,Great World,coolj2,Joined 4 years ago,Mostly Responsive,Verified,1,1,1,5.0,12,https://www.carousell.sg/p/s-works-sl7-brand-new-bike-2023-model-size-56-58-1242991957/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=VeufujlyZhqkROXO&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=144
224,1 like,1 image,"🔥$260🔥26 INCH Road bike Racing bicycle 21 speed gear Shimano  27.5 food delivery front 26 thermal "" 20 seat rack kid bag child 16 baby lady 24 mesh children seat inch adult 29 WHATSAPP 89501850",260,Brand new,Mailing,4 weeks ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"BRAND NEW IN BOX!! LIMITED STOCKS!!!! 
Self assembly, Toolkit provided

FREE DELIVERY 1-5 Days
SAME DAY DELIVERY +$30

For fast reply, please whatsapp 8950 1850 for purchase.

✅ For Paylah/Paynow to 8950 1850 (Wen) 


21 Speed Shimano gear
26"""" Wheel size
21"""" Frame size
Disc brakes 
Ergonomically-designed Adjustable seat Post
High quality tires
Electrostatic Spray painted (Water & Dust Proof coated)    
 

You can also visit 
➡️  www.dashlab.sg for purchase or more products.

We also sell bicycle accessories package: phone holder, lock, bottle holder, led light, bell, pump, frame bag.

FOR FOOD DELIVERY:
Can also add Rear Rack / Metal Rack Behind

CAN ALSO ADD
Front child seat & Back child seat

GO TO WEBSITE FOR MORE ACCESSORIES PHOTOS:
 dashlab.sg/collections/accessories-child-seat",Y,Standard delivery S$30,3 - 4 working days,N,NA,hyperk,Joined 2 years ago,Mostly Responsive,Verified,1,0,1,5.0,5,https://www.carousell.sg/p/🔥-260🔥26-inch-road-bike-racing-bicycle-21-speed-gear-shimano-27-5-food-delivery-front-26-thermal-20-seat-rack-kid-bag-child-16-baby-lady-24-mesh-children-seat-inch-adult-29-whatsapp-89501850-1238136719/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=njJIduQ4l4ciRUUW&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2056
225,10 likes,1 image,Kids Bicycle,120,Like new,Meetup,2 months ago,Road Bikes,Posted,Used once or twice. As good as new.,"22"" Junior Size Bike. Good for 8-12yo. Selling coz my kid will move out of SG. ",N,NA,NA,Y,Tiong Bahru MRT Station (EW17),kikz7,Joined 4 years ago,Mostly Responsive,Verified,1,1,1,5.0,6,https://www.carousell.sg/p/kids-bicycle-1230754715/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=fOITnt1OB-FI6xjt&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=657
226,7 likes,2 images,Btwin Ultra 500 AFGF Road Bike,650,Well used,Meetup,1 month ago,Road Bikes,Posted,Has minor flaws or defects.,"M Sized
Accessories sold separately ",N,NA,NA,Y,Tampines Secondary School,xavierstash,Joined 9 years ago,Very Responsive,Verified,1,0,1,5.0,66,https://www.carousell.sg/p/btwin-ultra-500-afgf-road-bike-1237128912/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=YxyJ5OTKT55iJa58&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2488
227,10 likes,5 images,Rockrider bicycle,110,Like new,Meetup,4 days ago,Road Bikes,Posted,Used once or twice. As good as new.,NA,N,NA,NA,Y,Riverbank,supriyasonawane,Joined 2 years ago,Very Responsive,Verified,1,1,1,5.0,9,https://www.carousell.sg/p/rockrider-bicycle-1242631480/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=W1KEtKBmBwU-nFz6&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=174
228,13 likes,5 images,GIANT TCR 6700,"950 1,000",Like new,Meetup,3 weeks ago,Road Bikes,Bumped,Used once or twice. As good as new.,"SHIMANO R5800 parts. 
-Brakes
-11 SPEED 

ALL STOCK PARTS. 

SIZE: S (165-172CM)

Chips on gear can be replaced (cosmetic purpose) 

RFS: Not riding for the moment thus selling 

Delivery +$25",N,NA,NA,Y,Yio Chu Kang MRT Station (NS15)Buangkok MRT Station (NE15)See 1+ locations,gnaknuj,Joined 2 years ago,Very Responsive,Verified,1,0,1,5.0,7,https://www.carousell.sg/p/giant-tcr-6700-1228416851/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=Rf_pYTVSdujSThZR&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1605
229,48 likes,4 images,TREK Madone SL 6 Disc,"6,700",Lightly used,Meetup,2 months ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Beautiful White Madone SL 6 Disc - Size 54 (M)

*Frame-500 series OCLV Carbon , KVF(Kammtail Virtual Foil) tube shape. Adjustable top tube Iso speed, invisible cable routing, 3S aero chain keeper, T47 BB, , flat mount disc, Duo Trap S compitNkrq, 142x122mm thru axle.
*Front Wheel-Bontrager Aeolus Comp ,  
    Tubeless Ready ,18mm rim width,100x12mm thru axle
*Real Wheel-Bontrager Aeolus Comp ,  
    Tubeless Ready ,18mm rim  width,100x12mm thru axle
*Skewer front-Bontrager Switch thru axle, removable lever
*Skewer rear-Bontrager Switch thru axle, removable lever
*Tire--Bontrager R3 Hard-Case Lite, aramid  bead, 120 TPK, 700 x 25c
*Shifter-Shimano Ultegra R8020, 11 speed 
*Front derailleur-Shimano Ultegra R8000, braze-on
*Rear derailleur-Shimano   Ultegra R8000, short cage,  30T max cog
*Crank-Shimano Ultegra R8000, 50/34(compact), 172.5mm length (Crank)
*Bottom bracket-Praxis, T47 threaded, internal bearing
*Cassette- Shimano Ultegra R8000, 11-30, 11 speed 
*Chain-Shimano Ultegra HG701. 11 speed
*Saddle-Bontrager Aeolus Comp, steel rails,145mm width
*Brake rotor-Shimano MT800, center lock160mm
*Weight-8.7kg",N,NA,NA,Y,Bedok Reservoir Carpark BWaterView Condo,llispl,Joined 5 years ago,Very Responsive,Verified,1,0,1,5.0,2,https://www.carousell.sg/p/trek-madone-sl-6-disc-1230059032/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=TsI9VzbOxSlBdwhI&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1055
230,4 likes,3 images,Wilier Filante SLR Disc Brake Frameset With Handlebar Astana 2023 (Size S / M) For Bicycle & Cycling,"7,280",Brand new,Mailing · Meetup,4 weeks ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"Colour: F9 ASTANA 2023, GLOSSY
Available Size: 
S
M

***The price is including Handlebar***

FILANTE SLR
The new master in the art of aero

The natural evolution of Cento10PRO, our high-end aerodynamic bike used by professionals.

Filante SLR is an extremely lightweight aerodynamic bicycle with a significantly improved stiffness to weight ratio. We used the same materials and technology as in the construction of the Wilier 0 SLR.

The result is a top of the range, aerodynamic frame that complements our pure ascent bike used by Astana Qazaqstan Team.

AERODYNAMIC
Filante SLR was designed to maximise aerodynamic performance in real environmental conditions. The design was based on data recorded in the wind tunnel (where the wind is very clean for homogeneous empirical results) while also taking the real world into account. In this way, we not only evaluate typical wind tunnel data (yaw angles from -20° to + 20°), but also consider environmental turbulence that impacts the bike for many different reasons.
That’s why we redesigned the profiles, starting with the standard NACA airfoils/ KAMM tail that no longer have sharp edges on the back. The softened angles improve performance even when the air flow is disturbed.
The inside of the front fork has been widened by 7 mm, making it 13.6% wider than the Cento10PRO. In doing so, we moved the fork blades away from the wheel, reducing turbulence and improving aerodynamics.

LIGHTWEIGHT AND RESPONSIVE
The new aerodynamically optimised profiles helped us eliminate extra weight in the frame’s construction. The shape has no sharp edges, therefore requires less material and less resin in the corners. This improves homogeneity of the inside, reducing the frame’s weight to a mere 870 grams.
The assembled bike with top-of-the-range specifications weighs 6.8 kg.
The Filante monocoque handlebar is made of the same carbon we use for the Wilier 0 SLR. Thanks to the different types of carbon we used in combination with the Liquid-Crystal Polymer, the unique fibre positioning and the construction technology, we have reached an absolute level of lightness and stiffness.
The lower overall weight compared to the exceptional stiffness increases STW by 12.5%. This improvement is clearly felt with the steering precision and the feeling of safety at high speeds.

240 FITTINGS AVAILABLE
Since the fork steerer tube is no longer bevelled, we can install up to 35 mm of spacers under the handlebar. By combining frame sizes, handlebar sizes and spacers, we can achieve 240 different fittings, with no overlap between combinations. This doubles with the two available seat posts, with 15 mm or 0 mm setback.

HANDLEBAR AND INTEGRATED CABLES
In addition to being lightweight, (350 grams for the 101x42 size) the new integrated carbon monocoque Filante Bar handlebar houses the brake and derailleur cables, directing them toward the inside of the frame. Its design is very simple, with sinuous and rounded lines for maximum grip ergonomics.

EASY-FIT SPACERS
The spacers between the frame headset and the handlebar are made of a high-stiffness composite material, with a special cavity for the cables. They are composed of two parts for quick assembly and disassembly without interfering with the cables running from the handlebar to the frame.

BALANCED DESIGN
Six sizes, one feeling. The sections of the tubes of various sizes were designed to maintain consistent rigidity, handling quality and comfort on every frame size.

SPEED RELEASE THRU AXLE SYSTEM
Another new feature is the Mavic Speed Release thru axle system that enbles the wheel to be quickly removed from the frame. In this way the axle does not need to be totally extracted from the wheel hub. This solution significantly reduces wheel release and insertion time. During races, this solution cuts wheel change times by 7 seconds on average compared to a traditional thru axle system.


",Y,Standard delivery S$5,3 - 4 working days,Y,"Bikemart SG Pte. Ltd.12pm - 6.30pm, Monday - Saturday",online.bicycle,Joined 9 years ago,Very Responsive,Verified,1,0,1,5.0,5k,https://www.carousell.sg/p/wilier-filante-slr-disc-brake-frameset-with-handlebar-astana-2023-size-s-m-for-bicycle-cycling-1237961056/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=wK8sHFOOSA5bCC8P&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2156
231,Like,2 images,"20% off BRAND NEW 2021 Orbea Avant H30-D Endurance Bike was $2,889 NOW just $2,311","2,889",Brand new,Mailing,3 days ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"Direct from the Singapore distributor, this bike is brand new and assembled by Orbea-trained mechanics
Available colours/sizes
Military Green-Gold - 47

FRAME - Orbea Avant Hydro disc, hydroformed triple butted aluminium, HS 1,5"" ICR, BB 68mm – BSC English, Thru Axle 12x142mm rear, thread M12x2 P1, Internal Cable Routing, SP 27.2mm, MMS system.
FORK - Orbea carbon fork 2021, aluminium steerer, 1-1/8"" head tube
CRANKSET - Shimano RS510 34x50t
HEADSET - Acros Alloy 1-1/2"" Internal Cable Routing
HANDLEBAR - OC1 Road, riser 15mm, reach 70mm, drop 125mm
STEM - OC1 31.8mm interface -6º
SHIFTERS - Shimano ST-7020
BRAKES - Shimano R7070 Hydraulic Disc
CASSETTE - Sun Race CSRS3 11-34t 11-Speed
REAR DERAILLEUR - Shimano 105 R7000 GS
FRONT DERAILLEUR - Shimano 105 R7000
CHAIN - Fsa Team Issue
WHEELS - Orbea wheel: Corsa with 12mm E-Thru hubset Shimano RS470 28H
TYRES - Vittoria Zafiro V Rigid bead 700x28c
SEATPOST - Alloy 27.2 Offset 20
SADDLE - Fizik Aliante R5
HANDLEBAR PLUGS - Orbea Eva
FRONT WHEEL AXLE - Orbea Thru Axle 12x100mm M12x2 P1 Solid
REAR WHEEL AXLE - Orbea Thru Axle 12x142mm M12x2 P1 Solid",Y,Standard delivery Free,3 - 4 working days,N,NA,Orbea_Singapore,Joined 11 months ago,Very Responsive,Verified,1,0,1,NA,NA,https://www.carousell.sg/p/20-off-brand-new-2021-orbea-avant-h30-d-endurance-bike-was-2-889-now-just-2-311-1243136396/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=VeufujlyZhqkROXO&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=136
232,21 likes,9 images,GIANT TCR ADVANCE DISC 1+ PRO COMPACT Di2 Ultegra,"4,250",Well used,Meetup,5 days ago,Road Bikes,Bumped,Has minor flaws or defects.,"Color Black Chrome Amber Glow
Rims, Spokes & Hub - Giant SLR 2 42 Carbon Disc WheelSystem 12 mm thru-axle
Crankset Shimano FC-RS510 - 172.5 mm
Drive train upgraded to Ultegra Di2 
 
Some chipped off  paint (not from Riding)

Perfect for entry into road biking
(Di2 Charger included)

Accessories in photos not included 

Low ballers will be ignored
Slight (Sincere offer) nego will be expected upon viewing ",N,NA,NA,Y,Bt Panjang NPC,genuine.seller,Joined 8 years ago,Very Responsive,Verified,1,1,1,4.9,27,https://www.carousell.sg/p/giant-tcr-advance-disc-1-pro-compact-di2-ultegra-1234353764/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=JTBJLRlctHi3Pm93&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=285
233,3 likes,1 image,Cannondale SuperSix Evo 5,"3,000",Lightly used,Meetup,6 days ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.",Text me for the specs . Made few upgrades to the bike,N,NA,NA,Y,MacPherson MRT Interchange (CC10/DT26),bonzybonz,Joined 5 years ago,Very Responsive,Verified,1,0,1,4.0,22,https://www.carousell.sg/p/cannondale-supersix-evo-5-1242436043/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=DaFFM4SR0gtRvkSV&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=419
234,33 likes,3 images,Trek Madone sl7 with Di2 Ultegra and power meter for sales,"3,500",Like new,Meetup,1 month ago,Road Bikes,Posted,Used once or twice. As good as new.,"Mint condition  sl7 trek Madone frameset for sales (size 54). Include carbon dropbar-$3k

With di2 ultegra and left side power meter crank: $6.3k


Bike will be dismantle after deposit given for sales of frameset only. ",N,NA,NA,Y,Punggol MRT/LRT Interchange (NE17/PTC),redcarbine,Joined 9 years ago,Very Responsive,Verified,0,0,1,4.9,88,https://www.carousell.sg/p/trek-madone-sl7-with-di2-ultegra-and-power-meter-for-sales-1237497055/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=Sgu_vJd2todrVDay&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2395
235,9 likes,4 images,Road bike,250,Well used,Meetup,1 month ago,Road Bikes,Posted,Has minor flaws or defects.,"centrio road bike
shimano set
2x8 speed
carbon fiber fork(major scratches)
240 fast deal",N,NA,NA,Y,Blk 106 Toa Payoh Lorong 1,luinse,Joined 1 year ago,Mostly Responsive,Verified,1,1,1,5.0,3,https://www.carousell.sg/p/road-bike-1236957584/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=9zqmd_zhxRb9REbB&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2543
236,5 likes,4 images,Kids Bicycle,40,Well used,Meetup,2 weeks ago,Road Bikes,Posted,Has minor flaws or defects.,"China brand, forever,  special model and fashion kids bike. build in music and  lightning in head,but not function at moment. got supported wheels.",N,NA,NA,Y,Blk 313C Punggol ParcVista,bill.zeng,Joined 6 years ago,Very Responsive,Verified,1,0,1,4.2,6,https://www.carousell.sg/p/kids-bicycle-1240522240/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=h3n5s3b1Hbj9TsLT&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1266
237,4 likes,7 images,Black Sheep Cycling jersey & bib,180,Lightly used,Meetup,1 week ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Authentic Black Sheep Essentials jersey & bib set.

Size : Small
",N,NA,NA,Y,Buangkok,sh_tan,Joined 7 years ago,Mostly Responsive,Verified,1,1,1,5.0,9,https://www.carousell.sg/p/black-sheep-cycling-jersey-bib-1241591253/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=gnaFD4SFE9lc7Zk8&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=848
238,8 likes,3 images,PMT HELMER (SIZE L),30 50,Like new,Meetup,3 weeks ago,Road Bikes,Posted,Used once or twice. As good as new.,Wear less than 5 times ,N,NA,NA,Y,River Isles,ballpwq,Joined 8 years ago,Very Responsive,Verified,1,1,1,5.0,120,https://www.carousell.sg/p/pmt-helmer-size-l-1238667775/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=iR1UKnaDCp65iZuh&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1872
239,1 like,1 image,"Shimano Gear! Begasso 26"" Foldable Mountain Bike w Disc Brake 26 Inch Foldable Bicycle 21 speed lady baby seat children thermal food delivery child 27.5 29 24 mesh 16 adult front inch "" 26 bag 20 kid rack seat WHATSAPP 89501850",250,Brand new,Mailing,1 month ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"

Spoke Wheel : $250
- Yellow 
- Black/red 

3Blade : $320
- Yellow 
- Black/red 


√26"""" Wheel size
√Upgraded Shimano Gear
√ Foldable & Mountain Bike (Convenient & comfortable)
√ 21 Speeds (For all situations) 
√ Can bring to the MRT, Public transport
√ Can keep nicely in Your Car boot
√ Brake type : Disc brakes (Not cheap Calipers)
√ Suspension : Dual mode (Mountain Bike)
√ Ergonomically-designed Adjustable seat Post
√ High quality tires
√ Electrostatic Spray painted (Water & Dust Proof coated)
√ Suitable for 150-190cm height
√ Net Weight : 14kg (Easy to bring around)


Self collection / viewing by appointment
89501850 wa.me/6589501850

🏠 Home Delivery 🏠
Delivery Fees：

You can also visit www.dashlab.sg for purchase or more products.

Add on accessories: dashlab.sg/products/add-on-accessories

Add on Backrack $28 : 
dashlab.sg/products/bicycle-back-rack 

You can also visit 
➡️ www.dashlab.sg for purchase or more products.

We also sell bicycle accessories package: phone holder, lock, bottle holder, led light, bell, pump, frame bag.

FOR FOOD DELIVERY:
Can also add Rear Rack / Metal Rack Behind

CAN ALSO ADD
Front child seat & Back child seat

GO TO WEBSITE FOR MORE ACCESSORIES PHOTOS:
dashlab.sg/collections/accessories-child-seat",Y,Standard delivery S$30,3 - 4 working days,N,NA,ridestudio,Joined 4 years ago,Not Responsive,Verified,1,0,1,4.6,21,https://www.carousell.sg/p/shimano-gear-begasso-26-foldable-mountain-bike-w-disc-brake-26-inch-foldable-bicycle-21-speed-lady-baby-seat-children-thermal-food-delivery-child-27-5-29-24-mesh-16-adult-front-inch-26-bag-20-kid-rack-seat-whatsapp-89501850-1236988935/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=T2ft2VZWaw8P1_s6&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2641
240,34 likes,4 images,Shulz Roadkiller vintage City hybrid bike 28inch not Linus Lekker Btwin,199,Lightly used,Meetup,1 month ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Good condition bike
3 speed internal gear bike
28inch wheel size
",N,NA,NA,Y,Woodlands Vista,p3bikemart0003,Joined 1 year ago,Very Responsive,Verified,1,0,1,4.5,24,https://www.carousell.sg/p/shulz-roadkiller-vintage-city-hybrid-bike-28inch-not-linus-lekker-btwin-1236592129/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=T2ft2VZWaw8P1_s6&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=2671
241,33 likes,1 image,Aloeca Hybrid Road Bike,60,Well used,Meetup,3 weeks ago,Road Bikes,Posted,Has minor flaws or defects.,"Adult hybrid bike 
Not for fussy 
Need to change both wheels 
PM for fast deals 
",N,NA,NA,Y,Jurong Polyclinic (NHG),mtyz1999,Joined 8 years ago,Very Responsive,Verified,1,0,1,4.9,51,https://www.carousell.sg/p/aloeca-hybrid-road-bike-1238913342/?t-id=q-pKWN85jc_1689413098537&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=zkAAlOQJwsMD40fg&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1790
