,no_of_likes,no_of_images,title,listing_price,item_condition,deal_method,post_date,category_type,post_type,condition_subtext,listing_description,mailing_option,delivery_options,mail_speed,meetup_option,meetup_location,seller_id,seller_join_date,seller_response,seller_verif,verified_by_email,verified_by_facebook,verified_by_mobile,seller_stars_rating,reviews_of_seller,url
228,7 likes,4 images,S-works Tarmac SL7 - Remco World Champ 56 F/S,"7,900",Brand new,Meetup,5 days ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"Brand New! Bought wrong size. 

Last piece, size 56cm. Limited Edition worldwide. Comes with Stem, Seatpost, Fork & Headset Bearings.

Will throw in free carbon cages. Free delivery to you.

If you don’t trust me, don’t buy from me.",N,NA,NA,Y,Hougang 1,xrexxxx,Joined 7 years ago,Mostly Responsive,Verified,1,1,1,5.0,38,https://www.carousell.sg/p/s-works-tarmac-sl7-remco-world-champ-56-f-s-1242499468/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=i1eymQnXgC4TK2M9&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=371
229,17 likes,1 image,Giant advanced 3 tcr disc 2022,"1,700",Well used,Meetup,2 months ago,Road Bikes,Posted,Has minor flaws or defects.,"Giant Advanced 3 Tcr disc 2022
Size M
Shimano Tiagra groupset
Some minor scratches with one particularly major scratch 
Pedals not included
Shimano 105 clipless pedals for $100 extra
Willing to nego
Dm for more pictures and details",N,NA,NA,Y,Bishan MRT Interchange (NS17/CC15),geryeett,Joined 2 years ago,Very Responsive,Verified,1,0,1,NA,NA,https://www.carousell.sg/p/giant-advanced-3-tcr-disc-2022-1232005024/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=XqeXk3TZVZ-EbjJg&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1
230,4 likes,7 images,Giant TCR adv 2 2022 Disc， L size,"2,498",Like new,Meetup,1 week ago,Road Bikes,Posted,Used once or twice. As good as new.,"Giant TCR adv 2 2022 Disc metal black
Good as brand new, mint condition, mileage less than 500km, well maintained, no scratch, never fall down at all
L frame size
Shimano 105 R7020 groupset
Brand new Roval clx rapaid Taiwan made 50mm carbon wheel
New bartape, continental ultrasport tyre
Price firm

Our location
Jazz Bikes Shop
AMK, ave 4, blk 607 #01-1293
560607
Have more great used bike
Welcome to viewing",N,NA,NA,Y,607 Amk Ave 4,JazzBikeShop,Joined 5 years ago,Very Responsive,Verified,1,1,1,5.0,70,https://www.carousell.sg/p/giant-tcr-adv-2-2022-disc，-l-size-1242228419/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=VioJffVBl_pqBZeY&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=472
231,3 likes,9 images,"Giant FASTROAD SL1/frame:s/28inch,bought new at the shop for 7 days, used once, sold because of too many bicycles, complained by his wife😅","1,111",Brand new,Meetup,3 days ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"bought new at the shop for 7 days, used once, sold because of too many bicycles, complained by his wife
Collected at:tampines mrt",N,NA,NA,Y,Blk 325 Sembawang,thankdgk,Joined 4 years ago,Very Responsive,Verified,1,1,1,4.9,92,https://www.carousell.sg/p/giant-fastroad-sl1-frame-s-28inch-bought-new-at-the-shop-for-7-days-used-once-sold-because-of-too-many-bicycles-complained-by-his-wife😅-1242950777/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=bzxMEarcJgExmMEC&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=138
232,24 likes,3 images,Cannondale EN 14764 road bike,600,Well used,Meetup,2 months ago,Road Bikes,Posted,Has minor flaws or defects.,"Condition 8/10
Matte black, sleek looking
Shimano 3 x 8 speeds
M size. Suitable for riders around 1.65m
Self pickup",N,NA,NA,Y,Blk 62B Strathmore Avenue,mrtaykl,Joined 5 years ago,Very Responsive,Verified,1,1,1,5.0,6,https://www.carousell.sg/p/cannondale-en-14764-road-bike-1227536699/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=CBPrbDlEVepG683U&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1951
233,16 likes,7 images,Giant Escape (L) hybrid bike,400,Lightly used,Meetup,4 days ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","In very good state.
Selling because I’m relocating.
One year old.",N,NA,NA,Y,Watertown,lamersrob,Joined 7 years ago,Very Responsive,Verified,1,1,1,5.0,50,https://www.carousell.sg/p/giant-escape-l-hybrid-bike-1242766275/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=aeWCRZcn663Mub3G&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=235
234,6 likes,3 images,Factor Framesets For Sale,"5,250",Brand new,Meetup,1 week ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"Hi we are having an awesome sale for Factor Framesets.

Price starting from $5250 for frameset which will include your choice of handlebar length and width, Seatpost and ceramicspeed bottom bracket and headset.

Whilst stocks last. DM me for more info.",N,NA,NA,Y,Rs Cycle,muhamadridwanxx,Joined 9 years ago,Very Responsive,Verified,1,1,1,5.0,57,https://www.carousell.sg/p/factor-framesets-for-sale-1240946532/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=4OrARvwEYBu13cPH&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1078
235,Like,2 images,Fixed gear brandless pls buy,230,Well used,Meetup,2 days ago,Road Bikes,Posted,Has minor flaws or defects.,"whole bike 230 fast deal or trading but i only trading a tsunami,skream,engine 11",N,NA,NA,Y,Playground @ 339ASun Plaza,arshillifa81663,Joined 1 month ago,NA,Verified,1,0,1,NA,NA,https://www.carousell.sg/p/fixed-gear-brandless-pls-buy-1243121756/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=XqeXk3TZVZ-EbjJg&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=10
236,25 likes,3 images,Selling Factor Ostro Vam Soho colour theme! Size 49,"5,000",Lightly used,Meetup,5 days ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Model year: Ostro VAM
Condition :used
Used with care. Flaws, if any, are barely noticeable.

Bike Specs
Bike brand: Factor 
Frame/Frame Size: 49
Handlebar Blackinc 380x90
no bottle cage",N,NA,NA,Y,Kallang Riverside Park,vlnooi7979,Joined 2 years ago,Very Responsive,Verified,1,0,0,NA,NA,https://www.carousell.sg/p/selling-factor-ostro-vam-soho-colour-theme-size-49-1242544212/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=RhKUZucfkwyXqkCD&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=323
238,82 likes,6 images,Specialised Specialized shiv triathlon bike Ironman TT bike size XS Shimano Ultegra R8000 R6870 DI2 NO WHEELSET,"2,500",Well used,Mailing,2 months ago,Road Bikes,Posted,Has minor flaws or defects.,"As shown. 
SELLING ONLY! 

1. Size XS
2. Non UCI legal (Triathlon Bike)
3. Price is without wheels and tyre only. Cassette included. 
4. NO TT Bars included. (TT bar shifters control included) 

Cockpit:
Brandless carbon basebar 

Groupset: 
1. Shimano R8000 53 39t crankset, Chain and Pedal
2. Shimano R6870 DI2 FD, RD, Cassette (11-28T) & Brake levers (With DI2 control)
3. DuraAce TT bar control 
4. Ultegra R8000 pedals 

Accessories:
1. X-Lab saddle duo bottle cage holder
2. 3x bottle cages 
3. DI2 charger 
4. Hydration bag and tube

",Y,Standard delivery Free,3 - 4 working days,N,NA,user8019,Joined 3 months ago,Very Responsive,Verified,1,0,0,5.0,2,https://www.carousell.sg/p/specialised-specialized-shiv-triathlon-bike-ironman-tt-bike-size-xs-shimano-ultegra-r8000-r6870-di2-no-wheelset-1228019800/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=5GKW_1WlFKk-ppz8&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1772
239,14 likes,3 images,GP5000 str Continental Grand Prix S TR (str/ tubeless ready),120,Brand new,Meetup,2 months ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"Brand new
28 - 622	
700 X 28C	black only

One for $120
Two for $230

Free tracked courier if you get 2",N,NA,NA,Y,[email protected],grandtour,Joined 9 years ago,Very Responsive,Verified,1,1,1,5.0,28,https://www.carousell.sg/p/gp5000-str-continental-grand-prix-s-tr-str-tubeless-ready-1230981331/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=Ve_FZZb3bZqo2iFr&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=614
240,15 likes,7 images,Trifox x8 rim brake frameset size 54,300,Well used,Meetup,1 week ago,Road Bikes,Posted,Has minor flaws or defects.,"Selling my trifox X8 rim brake frameset 
This is a aero frame very good on high speed can easily achieve 30kmh 

I have put down 1000W with this frame and it very stiff and responsive 

only route 1200km on it 

My last build I weighed it at 7.4kg using SRAM rival 10speed groupset 

RFS :size incorrect and upgrade….

Reason price is cheap it’s because there are chip mark on the frame cause by chain drop hitting the frame ,can refer photo ,Other that that all parts of the frame are good have some scratches as well on the top tube and right rear fork due to leaning on wall mostly can refer photo. Even those de frame bb area is damaged but doesn’t feel it was spoiled 

Seatpost ,BB ,headset all included 
 
Fork cut very less still have a lot to play with 

Shifter cable and housing are still intact so easy to install or diy your self .Only the front brake housing u need to reroute yourself other then that just add cable and all good 

Price can nego if u are very interested 
Please do not waste my time asking stupid questions ,and not interested to buy 

Lesson learned dont buy cheap oversized pully it will cause chain drop and damaged your frame ",N,NA,NA,Y,Cycle & Carriage Pandan Loop Service Center,darren_zao,Joined 4 years ago,Very Responsive,Verified,1,1,1,5.0,26,https://www.carousell.sg/p/trifox-x8-rim-brake-frameset-size-54-1241688447/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=EnuRfcifqtJMGGwH&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=768
241,2 likes,6 images,Btwin Ultra AFGF Disc Road Bike Sora  9sp-Black Grey,900,Like new,Meetup,1 week ago,Road Bikes,Posted,Used once or twice. As good as new.,"BT win bicycle for sale 
Light weight 
Selling piece -900$
",N,NA,NA,Y,Toh Guan Park,cuhappy,Joined 1 month ago,Very Responsive,Verified,0,0,1,5.0,1,https://www.carousell.sg/p/bt-win-adult-bicycle-for-sale-1242165569/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=jqqPo8HDEMnyZD8m&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=503
242,7 likes,3 images,Triban RC500 Size M,600,Like new,Meetup,6 days ago,Road Bikes,Posted,Used once or twice. As good as new.,"Triban RC500
Less than 200km used
Full Shimano Sora Groupset

Customer selling to clear space
Stock setup
Chain in good condition
Flat pedals included
Cash and carry or arrange own delivery",N,NA,NA,Y,The Interlace,levoir,Joined 9 years ago,Mostly Responsive,Verified,1,1,1,5.0,20,https://www.carousell.sg/p/triban-rc500-size-m-1242357056/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=Lw4R2vI-g1EbCfpx&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=411
243,20 likes,7 images,BTWIN 500 TRIBAN Road bike,220,Well used,Meetup,1 week ago,Road Bikes,Posted,Has minor flaws or defects.,"- SIZE L
- Condition 8/10
- Selling it, as I am relocating. Bike is good usable condition. 
- Additional seat 
- with lock, front and rear lights.
(Mobile pouch will be removed)
Thanks.",N,NA,NA,Y,长城美华 Coffee Shop (CCMW)10 mins walkable from Bukit Batok mrt,palaniyappan,Joined 6 years ago,Very Responsive,Verified,1,0,1,5.0,3,https://www.carousell.sg/p/btwin-500-triban-road-bike-1241570627/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=RIMzZLiECehHDXfq&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=826
244,2 likes,1 image,Pinarello Dogma F,"13,800",Brand new,Meetup,1 week ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"Size: 46.5 / 50
Equipped with Dura-Ace 9270 Di2 Groupset. (Do not include wheelset) 

💯%Authentic✅
After-sales support✅
Positive buyer reviews, buy with confidence✅
5 years Factory Warranty registered under your name✅
",N,NA,NA,Y,Little Rogue Coffee,bestroadbikedeals,Joined 8 years ago,Very Responsive,Verified,1,0,1,5.0,80,https://www.carousell.sg/p/pinarello-dogma-f-1242188510/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=VioJffVBl_pqBZeY&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=490
245,10 likes,5 images,Marin Presidio,750 850,Lightly used,Meetup,4 days ago,Mountain Bike,Posted,"Used with care. Flaws, if any, are barely noticeable.","Selling my Gravel Bike as I'm not using it anymore. Bike is in great condition. 
Below are the specs..  

M Size 29""
Wheelset - Koozer CX1800
Groupset - SRAM SX 12 Speed
Tyres - 700C 35 Vittoria Terreno Zero ( TubeLess )
Grip - RaceFace
Corner Bar
Paddles - SixSixOne

Do pm me if you're interested. Price is negotiable of course.",N,NA,NA,Y,Ubi Ave 1 Park,MysteryManZ,Joined 2 years ago,NA,Verified,1,0,1,5.0,28,https://www.carousell.sg/p/marin-presidio-1242755946/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=aeWCRZcn663Mub3G&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=241
246,7 likes,6 images,Pas Normal Studios - Men’s Escapism Light Bibs,300 325,Like new,Meetup,2 weeks ago,Road Bikes,Posted,Used once or twice. As good as new.,"Pas Normal Studios 
Men’s Escapism Light Bibs
Night Blue
Small

",N,NA,NA,Y,Orchard Road,tytan7,Joined 7 years ago,Very Responsive,Verified,1,0,1,5.0,7,https://www.carousell.sg/p/pas-normal-studios-men’s-escapism-light-bibs-1240267915/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=B7EI4Swj_Yf930cZ&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1393
247,2 likes,2 images,Shimano 105 R7000 left name plate,5,Brand new,Meetup,1 week ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,No packaging and screw. Name plate only,N,NA,NA,Y,Clementi Community Centre,iist0rmy,Joined 3 years ago,Very Responsive,Verified,1,1,1,4.8,20,https://www.carousell.sg/p/shimano-105-r7000-left-name-plate-1242005435/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=wrjDhRbQu5l5UafY&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=589
248,10 likes,5 images,Colnago master size 50,"5,000",Well used,Meetup,2 weeks ago,Road Bikes,Posted,Has minor flaws or defects.,"Pristine and well taken care of Colnago Master size50 for Sale @ S$5000

Bike come with 
- Sram RED 10sp drive-train.
- Matching Kashima silver rim wheelset with ceramic bearing.
- Shimano Quill Stem (retro look)
- Raleigh Drop bar 
- Raleigh seat post
- fizik saddle",N,NA,NA,Y,420 Jurong West St 42,yonghaoyh,Joined 7 years ago,Very Responsive,Verified,0,1,1,4.7,9,https://www.carousell.sg/p/colnago-master-size-50-1240590052/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=gOmDMKud1kd6YnVe&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1202
249,4 likes,3 images,S work - SL7,"14,000",Like new,Meetup,4 days ago,Road Bikes,Posted,Used once or twice. As good as new.,"Close to brand new.

Only used for 3 rides.

SL7 frame with ultrega DI2

Equipped with DT Swiss 180

Equipped with absolute black oval chainring ",N,NA,NA,Y,Punggol MRT/LRT Interchange (NE17/PTC),tanweileongjason,Joined 8 years ago,Very Responsive,Verified,1,1,1,4.9,37,https://www.carousell.sg/p/s-work-sl7-1242832487/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=usBQjKnNoP0k5LsI&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=196
250,Like,1 image,Sportful super total comfort,150,Brand new,Meetup,2 weeks ago,Road Bikes,Posted,Never used. May come with original packaging or tag.,"Sportful super total comfort 
Brand new never wore
Bought xl and l size 
Ended up first tried xl suite just right",N,NA,NA,Y,HarbourFront MRT Interchange (NE1/CC29)Tiong Bahru MRT Station (EW17)See 2+ locations,wingltm,Joined 8 years ago,Mostly Responsive,Verified,1,1,1,4.8,46,https://www.carousell.sg/p/sportful-super-total-comfort-1239657799/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=1fTf2bDJgvaqPuzY&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1519
252,9 likes,8 images,Giant TCR Advanced - Shimano Ultegra Group Set,"2,800",Lightly used,Meetup,5 months ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","M-size, Cosmos Navy Matt
Shimano Ultegra Group Set
Shimano wheels 
",N,NA,NA,Y,The Seletar Mall,sebshop,Joined 8 years ago,NA,Verified,1,0,1,5.0,2,https://www.carousell.sg/p/giant-tcr-advanced-shimano-ultegra-group-set-1212444536/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=EnuRfcifqtJMGGwH&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=766
254,22 likes,8 images,Ultegra di2 R8070 road disc bike Trifox X18 Price drop! Great price for great bike build,"3,950",Like new,Meetup,2 months ago,Road Bikes,Posted,Used once or twice. As good as new.,"Can't get Taylor Swift tix ? no problem, you can surely get this!

Impulse bike build, as good as new

Frameset:
Trifox X18 frameset Full Carbon T800 size 52 BB Eng thread
400mm C-C aero handlebar with 110mm stem (integrated cable routing)
Lots of adjustments in stem spacers

Geometry, fittings, cockpit components, tube shapes very similar to Specialized SL7

Groupset:
Ultegra R8070 di2 groupset with R8170 (12 speed groupset series) hydraulic calipers
Ultegra 170mm 50/34T crankset

Wheelset:
Giant SLR 2 42mm carbon wheelset 11/28T 11 speed cassette

PRO carbon bottle cages
Prologo Dimension 142mm Saddle
Circlovation tape
105 carbon pedals included",N,NA,NA,Y,Thomson Neighbourhood Police Post,deecsk,Joined 5 years ago,Very Responsive,Verified,1,0,1,5.0,55,https://www.carousell.sg/p/ultegra-di2-r8070-road-disc-bike-trifox-x18-price-drop-great-price-for-great-bike-build-1230631747/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=EnuRfcifqtJMGGwH&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=763
255,15 likes,7 images,Scott Flatbar,460,Well used,Meetup,1 week ago,Road Bikes,Posted,Has minor flaws or defects.,"Scott Flatbar 
Size M - suitable for heights 170-180cm
New brakes installed ",N,NA,NA,Y,Ang Mo Kio Avenue 2,ricola-,Joined 3 years ago,Mostly Responsive,Verified,0,0,1,NA,NA,https://www.carousell.sg/p/scott-flatbar-1241099218/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=xbNpolAVteU4e8TN&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1032
256,29 likes,1 image,Pinarello f12 di2 dura ace,"3,200 3,500",Lightly used,Meetup,2 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Reduced from 3700 for quick sale.
First come first serve!
total bike mileage under 500km.

specs sheet:
Size: Size S 163 to 175) I'm 173
Handlebar: 400mm
Stem: 90mm,
Crankset: 52-36
Cassette: 11-28
50mm carbon wheelset(very loud hub)
grand prix continental racing tyre

Dura Ace Di2 9150 shifters
Dura Ace Di2 9150 FD & RD
Ultegra R8k crankset
Ultegra R8K direct mount brake
Ultegra R8K cassette
Ultegra chain
(comes with di2 charger BCR02)
 
Do take note that it's a OEM frame as real ones don't cost this low

dosent come with spd pedal , can provide temporary flat pedal",N,NA,NA,Y,Ubi MRT Station (DT27)Eunos MRT Station (EW7),jdr_customs,Joined 4 years ago,Very Responsive,Verified,1,1,1,4.7,24,https://www.carousell.sg/p/pinarello-f12-di2-dura-ace-1240196829/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=B7EI4Swj_Yf930cZ&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1368
257,38 likes,5 images,Allcity MachoMan (Gravel),"2,300",Lightly used,Meetup,2 weeks ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.","Build specs (I can provide more photos upon request):
- All-city Macho Man Disc Frameset - 49cm, top tube 535mm (I’m 168cm tall)
- Wheel set: Hplusson Hydra to White Industries CLD hubset purple - silver spoke - 28/28
- Panaracer Gravelking SK 700x38C (tubeless)
- SRAM GXP bottom bracket
- SRAM Rival 1 GXP Crankset, post mount brake caliper
- Shimano PD-M520 pedals
- Ritchey Classic 2-bolt seat post - 27.2mm
- Bontrager Montrose Elite saddle - 270mmx148mm
- White Industries headset - EC34 / purple 
- Ritchey Classic C-220 stem - 100mm
- Ritchey Classic Neo handlebar - 40c-c
- Burgh Cycling LV Bar Tape
- last full bike servicing done in early 2023

**Very Impt notes: selling the entire bike as whole (except the lights and mounts in photos), not looking to part or trade, please don’t bother to ask about these; will not entertain low ballers; minor cosmetic scratch as in last photo, feel free to ask for more photos;",N,NA,NA,Y,Singapore / Singapura / 新加坡 / சிங்கப்பூர் (Singapore),rewolfc,Joined 7 years ago,Very Responsive,Verified,1,0,1,4.8,18,https://www.carousell.sg/p/allcity-machoman-gravel-1240627885/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=gOmDMKud1kd6YnVe&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1189
258,5 likes,1 image,2021 Giant Propel Advanced 2 | Full 105 Shimano Groupset | Powermeter | Carbon Wheels,"2,650",Well used,Meetup,2 days ago,Road Bikes,Posted,Has minor flaws or defects.,"Giant Propel Advanced 2 (2021)
- Bought from Tay Junction. Have receipts + Papers.
- RTP $3200, bought end of 2021.
-Full 105 Upgrades.
Additional Upgrades : $1300 worth.
- Magene Power Meter ( Cadence + Power)
- Avian CR3
- Continental GP5000 STR Tan Walls.
- Ciclovation Tape

As it is a rim brake bicycle, weight is rather low at around low 8kg < . 
Shimano Carbon Brake Pads.

Mileage is rather low, weekend rider. If not, I usually do indoor cycling.
Condition, well maintained. Normal road usage wear. (Chips etc). No mechanical issues.
Open to negotiations for a fair price. ",N,NA,NA,Y,Kallang MRT Station (EW10),joshibility,Joined 5 years ago,Not Responsive,Verified,1,0,1,5.0,8,https://www.carousell.sg/p/2021-giant-propel-advanced-2-full-105-shimano-groupset-powermeter-carbon-wheels-1243130727/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=XqeXk3TZVZ-EbjJg&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=3
259,17 likes,4 images,Wilier Montegrappa Tiagra with MRX-30 Wheelset Full Bike For Bicycle & Cycling,"1,880",Brand new,Mailing · Meetup,4 weeks ago,Road Bikes,Bumped,Never used. May come with original packaging or tag.,"Frame : Wilier Montegrappa 
Condition : Brand New 
Frame size Available : M / L
Groupset : Shimano Tiagra 10 Speed
Wheelset:  MRX-30

--------------------------------

Online Bicycle is the leading online platform for quality cycling brands at affordable prices.

Official Store
",Y,Standard delivery S$5,3 - 4 working days,Y,"Bikemart SG Pte. Ltd.12pm - 6.30pm, Monday - Saturday",online.bicycle,Joined 9 years ago,Very Responsive,Verified,1,0,1,5.0,5k,https://www.carousell.sg/p/wilier-montegrappa-tiagra-with-mrx-30-wheelset-full-bike-for-bicycle-cycling-1192936736/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=2_aptq-6WHkTwHcY&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=1977
260,3 likes,4 images,Fuji D6,"2,500",Well used,Mailing,2 days ago,Road Bikes,Posted,Has minor flaws or defects.,"Interesting bike
rfs: upgrade",Y,Standard delivery Free,3 - 4 working days,N,NA,yuentatleo78530,Joined 2 months ago,Very Responsive,Verified,0,0,1,NA,NA,https://www.carousell.sg/p/fuji-d6-1243099609/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=XqeXk3TZVZ-EbjJg&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=27
261,1 like,4 images,Specialized roubaix,"1,200",Lightly used,Meetup,2 days ago,Road Bikes,Posted,"Used with care. Flaws, if any, are barely noticeable.",specialized roubaix. old model but in gd condition. all parts are dura ace. accessories will include if price is right. thanks,N,NA,NA,Y,417A Fernvale Link,veeravaran,Joined 8 years ago,Very Responsive,Verified,0,1,1,5.0,11,https://www.carousell.sg/p/specialized-roubaix-1243035500/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=UtvBMiLOA9UC6cr6&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=66
262,Like,5 images,Decathlon girl kids bike Btwi  16inch with basket,80,Like new,Meetup,5 days ago,Road Bikes,Posted,Used once or twice. As good as new.,NA,N,NA,NA,Y,West Coast Avenue,cloudchai,Joined 6 years ago,Very Responsive,Verified,1,1,1,5.0,66,https://www.carousell.sg/p/decathlon-girl-kids-bike-btwi-16inch-with-basket-1242581411/?t-id=dif5P0Y2mE_1689399375099&t-referrer_browse_type=categories&t-referrer_category_id=247&t-referrer_page_type=category_browse&t-referrer_request_id=RhKUZucfkwyXqkCD&t-referrer_search_query_source=direct_search&t-referrer_sort_by=&t-tap_index=311
